bvh_overlap_pair_count,object_a,object_b,bbox_extent_x,bbox_extent_y,bbox_extent_z,error
1806,PVNL,RIR,0.1755896955728531,0.12679481506347656,0.173939049243927,
1802,PVNL,DVA,0.1755896955728531,6.815762519836426,5.862839221954346,
1800,VA7,PVDL,0.12751367688179016,2.6786749362945557,0.9196809530258179,
1784,HSNR,PVM,0.18362127244472504,2.3177525997161865,2.3250389099121094,
1784,AFDL,AWCL,0.10020501911640167,0.898339033126831,0.5494351387023926,
1780,ASJL,ASKL,0.10020683705806732,0.8822474479675293,0.3944781720638275,
1779,VB7,PDEL,0.12063652276992798,3.45656156539917,0.6179589629173279,
1774,AWAR,ASHR,0.10021063685417175,0.9110910892486572,0.6043446660041809,
1771,VA7,VC3,0.12751372158527374,2.3922722339630127,0.9196809530258179,
1767,RICL,SIBVL,0.1408011019229889,0.22033166885375977,0.28174641728401184,
1764,VB6,VC1,0.12740878760814667,1.6333839893341064,0.7148036360740662,
1762,VB3,PVDL,0.12660405039787292,3.0272560119628906,2.9261159896850586,
1762,RIH,HSNL,0.1408011019229889,0.11847949028015137,0.19514456391334534,
1760,SIADR,SMBDR,0.325765997171402,6.720759391784668,1.1547402143478394,
1756,DB4,VB3,0.1266040951013565,1.741746425628662,2.498441219329834,
1756,PVNL,RIS,0.1755896955728531,0.29245638847351074,0.2688722312450409,
1755,PVNL,HSNL,0.1408011019229889,3.54559326171875,3.075582504272461,
1750,ASEL,AWCL,0.16601121425628662,0.8984174728393555,0.8981909155845642,
1748,ASKL,ASGL,0.10020710527896881,0.8672947883605957,0.34332209825515747,
1740,AVL,DA5,0.18314751982688904,3.2564353942871094,2.8929977416992188,
1738,VA7,VA6,0.12751372158527374,2.0918381214141846,0.6764017343521118,
1735,AVL,DVC,0.17815278470516205,6.717547416687012,1.18682861328125,
1733,DB4,VA6,0.12916412949562073,2.0025365352630615,0.6764017343521118,
1732,IL1L,ADLL,0.07540670037269592,0.7777769565582275,0.2796920835971832,
1731,PHBL,PHAL,0.062367722392082214,0.7216086387634277,0.402961403131485,
1730,AWCL,ASJL,0.1002049446105957,0.8822474479675293,0.3944781720638275,
1730,SIBVL,ASEL,0.1408010870218277,0.23915791511535645,0.5072997212409973,
1727,ADFR,AFDR,0.10021081566810608,0.872258186340332,0.3785633146762848,
1726,ADFL,ASEL,0.10021103173494339,0.8723404407501221,0.37856346368789673,
1712,VA6,VC2,0.12916412949562073,2.4233169555664062,0.6764017343521118,
1712,ASHL,ASIL,0.10021104663610458,0.9119722843170166,0.706573486328125,
1711,ASKR,ADFR,0.10020710527896881,0.8723452091217041,0.3785633146762848,
1711,AWBL,ASJL,0.1002107560634613,0.8822474479675293,0.3649349510669708,
1709,AWBL,ASIL,0.10021193325519562,0.9047272205352783,0.5207388401031494,
1709,ASIL,OLLL,0.10009196400642395,0.7940530776977539,0.30517303943634033,
1708,AVKL,SIBVL,0.14080111682415009,6.692921161651611,1.459934949874878,
1705,GLRL,IL2L,0.07540467381477356,0.7572135925292969,0.1452593207359314,
1703,HSNL,RMHL,0.1408011019229889,0.12443065643310547,0.19651705026626587,
1702,DVC,AVAL,0.1700984388589859,6.7162065505981445,1.18682861328125,
1702,VC2,PVDL,0.1362909972667694,3.2397727966308594,1.5031919479370117,
1701,VC3,VB3,0.1266040951013565,3.0272560119628906,2.61763072013855,
1699,VB7,PDER,0.12063652276992798,3.45656156539917,0.6179589629173279,
1695,PVR,AQR,0.18314749002456665,0.35028076171875,0.38285037875175476,
1691,AVL,RIH,0.1408011019229889,0.11847949028015137,0.19514456391334534,
1690,PVNL,RICL,0.1408011019229889,0.22033166885375977,0.28187158703804016,
1689,PVQL,AVKL,0.1525987684726715,6.628179550170898,1.2204265594482422,
1689,RICL,PVR,0.1408011019229889,0.1842052936553955,0.2796424925327301,
1687,HSNL,RMEV,0.14086449146270752,3.5049386024475098,1.2021489143371582,
1685,AFDR,ASJR,0.10021078586578369,0.8822474479675293,0.3762420415878296,
1685,AVKL,RIS,0.14080113172531128,0.29245638847351074,0.2688722312450409,
1683,VB7,PVM,0.12063652276992798,2.059654474258423,0.6179589629173279,
1681,AVL,DD4,0.15337830781936646,2.2187652587890625,2.171818733215332,
1680,AVL,RIR,0.179876908659935,0.12679481506347656,0.173939049243927,
1679,PVNR,RIAL,0.1408010870218277,0.1531379222869873,0.16522681713104248,
1675,VC2,VC1,0.136291041970253,3.239412784576416,1.5031919479370117,
1671,VB3,PVM,0.1266040951013565,2.258453845977783,2.3250389099121094,
1671,ADFL,ASKL,0.10020710527896881,0.872344970703125,0.37856346368789673,
1668,HSNL,PVR,0.1408011019229889,3.504573345184326,1.2035269737243652,
1665,VA7,VC2,0.12751372158527374,1.8314151763916016,0.9196809530258179,
1665,VA9,PDEL,0.1285405457019806,2.2623116970062256,0.4284435510635376,
1662,RMEV,AQR,0.20107978582382202,0.3506462574005127,0.38285037875175476,
1662,RIR,PVR,0.1798768937587738,0.1173086166381836,0.173939049243927,
1661,AWBR,AFDR,0.10021083801984787,0.904672384262085,0.5207387804985046,
1658,DD4,DA6,0.15337857604026794,2.2187652587890625,2.171818733215332,
1655,VC1,VB3,0.1266040951013565,3.0272560119628906,2.8720996379852295,
1652,PVT,RMFL,0.1411825716495514,0.1648387908935547,0.20678511261940002,
1651,ADLL,AWCL,0.09960515797138214,0.8535575866699219,0.2796920835971832,
1650,AWBR,AWAR,0.10021063685417175,0.9046831130981445,0.5207387804985046,
1646,PVNL,AVBL,0.1755896955728531,6.767134666442871,3.826904773712158,
1646,PVNL,RIH,0.1408011019229889,0.11847949028015137,0.19514456391334534,
1644,RIS,PVR,0.18213602900505066,0.27680039405822754,0.26676830649375916,
1642,VC3,RMEV,0.16386723518371582,3.6381752490997314,1.2021489143371582,
1641,AVL,RIML,0.1408011019229889,0.1747303009033203,0.27322202920913696,
1633,DVC,RMEV,0.17815278470516205,6.7163591384887695,1.1834232807159424,
1632,VB1,VB2,0.028865346685051918,2.9903175830841064,1.1141064167022705,
1632,ASHR,AFDR,0.10021084547042847,0.9073808193206787,0.5494350790977478,
1628,IL2R,AWBR,0.07540470361709595,0.7620630264282227,0.14525926113128662,
1628,PVNL,RMDVL,0.1408011019229889,0.14754247665405273,0.171353280544281,
1627,DVC,AVBL,0.17815278470516205,6.7162065505981445,1.18682861328125,
1625,PVNR,AVAL,0.1700984388589859,6.767561912536621,3.827070713043213,
1624,RIML,PVR,0.1408011019229889,0.16001510620117188,0.2731526494026184,
1624,RIR,HSNL,0.14080114662647247,0.12679481506347656,0.173939049243927,
1622,VA9,PVDL,0.1285405158996582,2.2623116970062256,0.4284435510635376,
