object,verts,edges,polygons,boundary_edges,nonmanifold_edges,wire_edges,loose_verts,degenerate_faces,min_face_area,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,extent_x,extent_y,extent_z,problem_score
mu_bod_DR24,188,385,199,0,0,0,0,0,0.0006729394081048667,-0.10075437277555466,3.144059896469116,0.002904679626226425,-0.010125145316123962,3.9844284057617188,0.1980736404657364,0.0906292274594307,0.8403685092926025,0.19516895711421967,0
mu_bod_DL1,102,205,105,0,0,0,0,0,5.314458206839845e-09,0.022858895361423492,-3.3606975078582764,0.5507532358169556,0.11360789835453033,-2.929576873779297,0.6521506905555725,0.09074900299310684,0.4311206340789795,0.10139745473861694,0
mu_bod_DL24,204,418,216,0,0,0,0,0,0.0013236596714705229,-0.00012339279055595398,3.0579564571380615,-0.00643090158700943,0.09023746848106384,3.983107089996338,0.20304203033447266,0.0903608649969101,0.9251506328582764,0.2094729244709015,0
mu_bod_VR24,304,619,317,0,0,0,0,0,0.00018769677262753248,-0.1005556583404541,3.1212868690490723,-0.31184083223342896,0.0016656070947647095,3.939857244491577,0.022097986191511154,0.10222126543521881,0.8185703754425049,0.3339388072490692,0
Sp_bag_P_4R,40,76,38,0,0,0,0,0,0.008097975514829159,-0.15898510813713074,1.402618169784546,0.09230294078588486,-0.10512486100196838,1.5302215814590454,0.21152587234973907,0.053860247135162354,0.1276034116744995,0.11922293156385422,0
Sp_neck_P_1L,20,36,18,0,0,0,0,0,0.02150985226035118,-0.08954429626464844,1.7466861009597778,0.13495734333992004,-0.058571625500917435,1.7777235507965088,0.1984415054321289,0.030972670763731003,0.031037449836730957,0.06348416209220886,0
Sp_neck_P_1R,20,36,18,0,0,0,0,0,0.02139679528772831,-0.12304675579071045,1.746809720993042,0.13499358296394348,-0.09207378327846527,1.7777318954467773,0.19846558570861816,0.030972972512245178,0.03092217445373535,0.06347200274467468,0
Sp_neck_P_2L,20,37,19,0,0,0,0,0,0.0002999788848683238,-0.08942439407110214,1.737492561340332,0.13674713671207428,-0.05862231180071831,1.7679822444915771,0.20004789531230927,0.030802082270383835,0.030489683151245117,0.06330075860023499,0
Sp_neck_P_3R,20,38,20,0,0,0,0,0,0.00029997556703165174,-0.12301740050315857,1.7160314321517944,0.1372946947813034,-0.09213533252477646,1.7453588247299194,0.2007472813129425,0.03088206797838211,0.029327392578125,0.0634525865316391,0
Sp_neck_P_4L,20,38,20,0,0,0,0,0,0.00034422933822497725,-0.08948288857936859,1.7046549320220947,0.13874566555023193,-0.05860530212521553,1.7350857257843018,0.20233267545700073,0.03087758645415306,0.03043079376220703,0.0635870099067688,0
Sp_neck_P_3L,20,38,20,0,0,0,0,0,0.00029997705132700503,-0.08948279172182083,1.7160314321517944,0.1372946947813034,-0.058600738644599915,1.7453588247299194,0.2007472813129425,0.030882053077220917,0.029327392578125,0.0634525865316391,0
Sp_neck_P_2R,20,37,19,0,0,0,0,0,0.00029997556703165174,-0.12299606204032898,1.7374963760375977,0.1367705762386322,-0.09207367897033691,1.7681058645248413,0.2000841498374939,0.030922383069992065,0.030609488487243652,0.0633135735988617,0
Sp_neck_P_4R,20,38,20,0,0,0,0,0,0.0003442201705183834,-0.12301284074783325,1.7046549320220947,0.13874566555023193,-0.0921352356672287,1.7350857257843018,0.20233267545700073,0.030877605080604553,0.03043079376220703,0.0635870099067688,0
Sp_bag_P_1V,50,96,48,0,0,0,0,0,0.007352439220994711,-0.13142625987529755,1.6537117958068848,0.07677260786294937,-0.0494806170463562,1.7235426902770996,0.15829798579216003,0.08194564282894135,0.06983089447021484,0.08152537792921066,0
Sp_bag_P_2R,40,76,38,0,0,0,0,0,0.0040141805075109005,-0.1588345319032669,1.5981292724609375,0.08808261156082153,-0.10497629642486572,1.6639186143875122,0.1920507401227951,0.053858235478401184,0.06578934192657471,0.10396812856197357,0
Sp_bag_P_3V,40,76,38,0,0,0,0,0,0.005508197005838156,-0.13533948361873627,1.5207220315933228,0.06614254415035248,-0.04488347843289375,1.614072561264038,0.14237579703330994,0.09045600891113281,0.09335052967071533,0.07623325288295746,0
Sp_bag_P_1D,50,96,48,0,0,0,0,0,0.0038119943346828222,-0.13271686434745789,1.6463719606399536,0.15409493446350098,-0.04842862859368324,1.7095853090286255,0.21307247877120972,0.08428823947906494,0.06321334838867188,0.05897754430770874,0
Sp_bag_P_1R,50,96,48,0,0,0,0,0,0.004521268419921398,-0.15545916557312012,1.6477272510528564,0.09919238835573196,-0.10281702876091003,1.719174861907959,0.19598427414894104,0.05264213681221008,0.07144761085510254,0.09679188579320908,0
Sp_bag_P_1L,50,96,48,0,0,0,0,0,0.00374724087305367,-0.0790807381272316,1.6477196216583252,0.09908875077962875,-0.02706974931061268,1.719547152519226,0.19638194143772125,0.05201099067926407,0.07182753086090088,0.0972931906580925,0
Sp_bag_P_2D,40,76,38,0,0,0,0,0,0.0035383987706154585,-0.13643291592597961,1.5988073348999023,0.14817246794700623,-0.04444616660475731,1.653961181640625,0.21352338790893555,0.091986745595932,0.055153846740722656,0.06535091996192932,0
Sp_bag_P_2L,40,76,38,0,0,0,0,0,0.006773454137146473,-0.07624514400959015,1.5986427068710327,0.08961085975170135,-0.022010089829564095,1.663514494895935,0.18994686007499695,0.054235056042671204,0.06487178802490234,0.1003360003232956,0
Sp_bag_P_2V,40,76,38,0,0,0,0,0,0.007798820734024048,-0.13446258008480072,1.6073564291000366,0.06515679508447647,-0.04707343876361847,1.6657265424728394,0.13147178292274475,0.08738914132118225,0.058370113372802734,0.06631498783826828,0
Sp_bag_P_3D,40,76,38,0,0,0,0,0,0.005783115513622761,-0.1364884227514267,1.5148547887802124,0.14791271090507507,-0.04471936076879501,1.6058897972106934,0.22348639369010925,0.09176906198263168,0.09103500843048096,0.07557368278503418,0
Sp_bag_P_3L,40,76,38,0,0,0,0,0,0.007119034416973591,-0.07650969922542572,1.512652039527893,0.08900845795869827,-0.022501375526189804,1.6147184371948242,0.20170550048351288,0.054008323699235916,0.10206639766693115,0.1126970425248146,0
Sp_bag_P_3R,40,76,38,0,0,0,0,0,0.00777377700433135,-0.1588464081287384,1.51268470287323,0.08824083209037781,-0.10504233092069626,1.6146408319473267,0.2017398476600647,0.053804077208042145,0.10195612907409668,0.11349901556968689,0
Sp_bag_P_4D,40,76,38,0,0,0,0,0,0.005817648023366928,-0.1370352953672409,1.407322645187378,0.15204304456710815,-0.04589509963989258,1.521989107131958,0.23347951471805573,0.09114019572734833,0.11466646194458008,0.08143647015094757,0
Sp_bag_P_4L,40,76,38,0,0,0,0,0,0.010417362675070763,-0.0763610228896141,1.4032200574874878,0.09356045722961426,-0.0222738329321146,1.5298162698745728,0.2106868326663971,0.05408719182014465,0.12659621238708496,0.11712637543678284,0
Sp_bag_P_4V,40,76,38,0,0,0,0,0,0.010610731318593025,-0.1345745474100113,1.4103022813796997,0.0697026476264,-0.046387407928705215,1.5276144742965698,0.15186987817287445,0.08818714320659637,0.11731219291687012,0.08216723054647446,0
Sp_bag_A_4V,40,76,38,0,0,0,0,0,0.010610731318593025,0.029313206672668457,-0.37328848242759705,-0.5394527316093445,0.11750034242868423,-0.30123043060302734,-0.4696640372276306,0.08818713575601578,0.0720580518245697,0.06978869438171387,0
Sp_bag_A_4R,40,76,38,0,0,0,0,0,0.010417362675070763,0.005199633538722992,-0.3779675364494324,-0.5152952671051025,0.05928681418299675,-0.3015030026435852,-0.41115832328796387,0.05408718064427376,0.07646453380584717,0.10413694381713867,0
Sp_bag_A_4D,40,76,38,0,0,0,0,0,0.005817648023366928,0.02882089838385582,-0.3777439594268799,-0.45728832483291626,0.11996109038591385,-0.30736204981803894,-0.3879367411136627,0.09114019572734833,0.07038190960884094,0.06935158371925354,0
Sp_bag_A_3L,40,76,38,0,0,0,0,0,0.00777377700433135,0.08796811103820801,-0.4303078055381775,-0.5277718305587769,0.14177218079566956,-0.3695991635322571,-0.42448559403419495,0.05380406975746155,0.06070864200592041,0.10328623652458191,0
Sp_bag_A_3R,40,76,38,0,0,0,0,0,0.007119034416973591,0.005427170544862747,-0.43039196729660034,-0.527002215385437,0.059435490518808365,-0.3695755898952484,-0.4245409369468689,0.05400831997394562,0.06081637740135193,0.10246127843856812,0
Sp_bag_A_3D,40,76,38,0,0,0,0,0,0.005783115513622761,0.027645159512758255,-0.4295620918273926,-0.46842989325523376,0.11941421777009964,-0.3741825819015503,-0.40230900049209595,0.09176905453205109,0.055379509925842285,0.06612089276313782,0
Sp_bag_A_2V,40,76,38,0,0,0,0,0,0.007798820734024048,0.029999230057001114,-0.4584657847881317,-0.5572059750556946,0.11738836765289307,-0.4237709045410156,-0.49672049283981323,0.08738914132118225,0.03469488024711609,0.06048548221588135,0
Sp_bag_A_2R,40,76,38,0,0,0,0,0,0.006773454137146473,0.004935882985591888,-0.4603857398033142,-0.5324434041976929,0.059170935302972794,-0.4230395257472992,-0.43824103474617004,0.054235052317380905,0.037346214056015015,0.09420236945152283,0
Sp_bag_A_2D,40,76,38,0,0,0,0,0,0.0035383987706154585,0.027371957898139954,-0.4591096043586731,-0.47407475113868713,0.11935870349407196,-0.4264490008354187,-0.41419723629951477,0.091986745595932,0.032660603523254395,0.05987751483917236,0
Sp_bag_A_1R,50,96,48,0,0,0,0,0,0.00374724087305367,0.009995538741350174,-0.4961699843406677,-0.5257723331451416,0.062006521970033646,-0.4541906416416168,-0.4354493021965027,0.05201098322868347,0.0419793426990509,0.09032303094863892,0
Sp_bag_A_1L,50,96,48,0,0,0,0,0,0.004521268419921398,0.08574281632900238,-0.49593669176101685,-0.5256643891334534,0.13838495314121246,-0.45418012142181396,-0.4358055889606476,0.05264213681221008,0.04175657033920288,0.08985880017280579,0
Sp_bag_A_1D,50,96,48,0,0,0,0,0,0.0038119943346828222,0.03135441988706589,-0.49436190724372864,-0.47077319025993347,0.11564265191555023,-0.45620328187942505,-0.41827526688575745,0.08428823202848434,0.03815862536430359,0.052497923374176025,0
Sp_bag_A_3V,40,76,38,0,0,0,0,0,0.005508197005838156,0.027809277176856995,-0.4267338514328003,-0.5501986145973206,0.11826527863740921,-0.36988821625709534,-0.4836749732494354,0.09045600146055222,0.056845635175704956,0.06652364134788513,0
Sp_bag_A_2L,40,76,38,0,0,0,0,0,0.0040141805075109005,0.08790208399295807,-0.4605773687362671,-0.5339421033859253,0.14176030457019806,-0.42280372977256775,-0.4361656606197357,0.05385822057723999,0.03777363896369934,0.09777644276618958,0
Sp_bag_A_1V,50,96,48,0,0,0,0,0,0.007352439220994711,0.032406408339738846,-0.49611738324165344,-0.5482723116874695,0.11435204744338989,-0.4547100067138672,-0.4736926555633545,0.08194564282894135,0.041407376527786255,0.07457965612411499,0
Sp_neck_A_4L,20,38,20,0,0,0,0,0,0.0003442201705183834,0.07506101578474045,-0.5086957812309265,-0.49032941460609436,0.105938620865345,-0.4919295907020569,-0.4294055104255676,0.030877605080604553,0.01676619052886963,0.06092390418052673,0
Sp_neck_A_2L,20,37,19,0,0,0,0,0,0.00029997556703165174,0.07499945908784866,-0.529215931892395,-0.49422502517700195,0.10592184215784073,-0.5123217701911926,-0.4335985779762268,0.030922383069992065,0.016894161701202393,0.060626447200775146,0
Sp_neck_A_3R,20,38,20,0,0,0,0,0,0.00029997705132700503,0.041526518762111664,-0.514892041683197,-0.49277564883232117,0.07240857183933258,-0.49883267283439636,-0.4318614602088928,0.030882053077220917,0.01605936884880066,0.060914188623428345,0
Sp_neck_A_4R,20,38,20,0,0,0,0,0,0.00034422933822497725,0.04153108224272728,-0.5086957812309265,-0.49032941460609436,0.07240866124629974,-0.4919295907020569,-0.4294055104255676,0.030877579003572464,0.01676619052886963,0.06092390418052673,0
Sp_neck_A_3L,20,38,20,0,0,0,0,0,0.00029997556703165174,0.07506111264228821,-0.514892041683197,-0.49277564883232117,0.10594318062067032,-0.49883267283439636,-0.4318614602088928,0.03088206797838211,0.01605936884880066,0.060914188623428345,0
Sp_neck_A_2R,20,37,19,0,0,0,0,0,0.0002999788848683238,0.04154809191823006,-0.5291358828544617,-0.4942476749420166,0.07235017418861389,-0.5123185515403748,-0.4336204528808594,0.030802082270383835,0.016817331314086914,0.06062722206115723,0
Sp_neck_A_1L,20,36,18,0,0,0,0,0,0.02139679528772831,0.07499956339597702,-0.5349692702293396,-0.49687495827674866,0.1059725359082222,-0.5178802609443665,-0.43612387776374817,0.030972972512245178,0.017089009284973145,0.06075108051300049,0
Sp_neck_A_1R,20,36,18,0,0,0,0,0,0.02150985226035118,0.041497405618429184,-0.5349631309509277,-0.4968968331813812,0.07247007638216019,-0.5178002119064331,-0.43614664673805237,0.030972670763731003,0.01716291904449463,0.06075018644332886,0
Sp_bag_A_4L,40,76,38,0,0,0,0,0,0.008097975514829159,0.08805066347122192,-0.37817370891571045,-0.5164938569068909,0.14191091060638428,-0.30115389823913574,-0.4103485941886902,0.053860247135162354,0.07701981067657471,0.10614526271820068,0
Gonadal_Sheath_A5D,96,190,96,0,0,0,0,0,0.0001858288305811584,-0.0063874321058392525,-1.0972086191177368,-0.5498276948928833,0.1537143588066101,-0.5311440825462341,-0.4005388021469116,0.1601017862558365,0.5660645365715027,0.14928889274597168,0
Gonadal_Sheath_A4D,64,126,64,0,0,0,0,0,0.0016768303466960788,0.015347371809184551,-1.5567814111709595,-0.4931022822856903,0.14454004168510437,-1.0636624097824097,-0.22079771757125854,0.12919266521930695,0.4931190013885498,0.27230456471443176,0
Gonadal_Sheath_P5D,88,175,89,0,0,0,0,0,0.0009742437396198511,-0.18427333235740662,1.765127182006836,0.040588729083538055,-0.04590345919132233,2.2678632736206055,0.21981140971183777,0.1383698731660843,0.5027360916137695,0.17922267317771912,0
Gonadal_Sheath_P4D,64,126,64,0,0,0,0,0,0.0005247176741249859,-0.17822393774986267,2.2364490032196045,-0.11128915101289749,-0.03621184080839157,2.8235838413238525,0.12333806604146957,0.1420120894908905,0.587134838104248,0.23462721705436707,0
Gonadal_Sheath_P3L,70,138,70,0,0,0,0,0,0.0007439102628268301,-0.08238998800516129,2.8055360317230225,-0.23328861594200134,-0.021581321954727173,3.3512330055236816,-0.021426137536764145,0.06080866605043411,0.5456969738006592,0.2118624746799469,0
Gonadal_Sheath_P2L,92,182,92,0,0,0,0,0,2.7260739443590865e-07,-0.0654301568865776,3.3229074478149414,-0.1781933456659317,-0.016178835183382034,3.540792942047119,-0.006510465405881405,0.04925132170319557,0.21788549423217773,0.17168287932872772,0
Gonadal_Sheath_P1L,204,406,204,0,0,0,0,0,3.7532299757003784e-07,-0.10426317155361176,1.3960416316986084,-0.08389509469270706,-0.017729051411151886,3.5575382709503174,0.40305295586586,0.08653412014245987,2.161496639251709,0.48694804310798645,0
Gonadal_Sheath_A3L,56,110,56,0,0,0,0,0,0.0018135253340005875,0.06809980422258377,-2.0851874351501465,-0.35883602499961853,0.14465096592903137,-1.5007838010787964,0.07536269724369049,0.0765511617064476,0.5844036340713501,0.4341987371444702,0
Gonadal_Sheath_A2L,70,138,70,0,0,0,0,0,1.6221150872297585e-05,0.06501331925392151,-2.279719591140747,-0.04268622025847435,0.13966678082942963,-1.9905794858932495,0.20282772183418274,0.07465346157550812,0.28914010524749756,0.2455139458179474,0
Gonadal_Sheath_A1L,196,391,197,0,0,0,0,0,1.0565027878328692e-05,0.060152120888233185,-2.2988266944885254,-0.4902031719684601,0.15295656025409698,-0.02742110565304756,0.3085382580757141,0.0928044393658638,2.2714056968688965,0.7987414598464966,0
Rachis_P,114,223,110,6,6,0,0,0,0.0010933494195342064,-0.15846195816993713,1.2758091688156128,-0.16262675821781158,-0.036014802753925323,3.541116237640381,0.3869345784187317,0.12244715541601181,2.2653069496154785,0.5495613217353821,12
Rachis_A,102,199,98,6,6,0,0,0,0.0006071163807064295,0.01906565949320793,-2.2696712017059326,-0.4765762686729431,0.15074384212493896,0.0395500473678112,0.2897820472717285,0.13167817890644073,2.3092212677001953,0.7663583159446716,12
Gonadal_Sheath_P4V,48,94,48,0,0,0,0,0,0.0009262526291422546,-0.17822395265102386,2.210441827774048,-0.1890295296907425,-0.03621184080839157,2.8168258666992188,0.04325927421450615,0.1420121192932129,0.6063840389251709,0.23228880763053894,0
Gonadal_Sheath_P3R,70,138,70,0,0,0,0,0,0.0007439121254719794,-0.14733697474002838,2.8055360317230225,-0.23328861594200134,-0.06835567206144333,3.3512330055236816,-0.02142609842121601,0.07898130267858505,0.5456969738006592,0.21186251938343048,0
Gonadal_Sheath_P2R,92,182,92,0,0,0,0,0,4.2595411287038587e-07,-0.11907176673412323,3.3229074478149414,-0.17819346487522125,-0.0654301568865776,3.540787935256958,-0.006622178480029106,0.053641609847545624,0.2178804874420166,0.171571284532547,0
Gonadal_Sheath_P1R,204,406,204,0,0,0,0,0,7.115304470062256e-07,-0.18381720781326294,1.396041989326477,-0.0838824212551117,-0.06514733284711838,3.5573320388793945,0.4030529260635376,0.11866987496614456,2.161290168762207,0.4869353473186493,0
Distal_Tip_Cell_P,36,68,34,0,0,0,0,0,0.0017083778511732817,-0.17496176064014435,1.2876636981964111,0.25370877981185913,-0.036807168275117874,1.4170377254486084,0.3858601450920105,0.13815459609031677,0.12937402725219727,0.13215136528015137,0
Gonadal_Sheath_A4V,48,94,48,0,0,0,0,0,0.0011155251413583755,0.0003369131009094417,-1.5987809896469116,-0.5699365735054016,0.1443016231060028,-1.0814433097839355,-0.2892719805240631,0.1439647078514099,0.5173376798629761,0.2806645929813385,0
Gonadal_Sheath_A3R,56,110,56,0,0,0,0,0,0.0012166585074737668,0.012177549302577972,-2.0851874351501465,-0.35883602499961853,0.07928599417209625,-1.5007838010787964,0.07536272704601288,0.06710844486951828,0.5844036340713501,0.4341987371444702,0
Gonadal_Sheath_A2R,70,138,70,0,0,0,0,0,1.0370661584602203e-05,0.002303812652826309,-2.279719352722168,-0.04268621653318405,0.06893358379602432,-1.9905794858932495,0.20282770693302155,0.06662976741790771,0.28913986682891846,0.245513916015625,0
Gonadal_Sheath_A1R,196,391,197,0,0,0,0,0,1.0565027878328692e-05,0.005824077874422073,-2.2988269329071045,-0.4902031719684601,0.08412555605173111,-0.027421101927757263,0.3085383176803589,0.07830147445201874,2.2714059352874756,0.7987414598464966,0
Distal_Tip_Cell_A,42,80,40,0,0,0,0,0,0.0005559322889894247,0.032314661890268326,-0.0843248963356018,-0.2521437704563141,0.13542793691158295,0.030396493151783943,-0.14164084196090698,0.10311327874660492,0.1147213876247406,0.1105029284954071,0
vm1L_Ant,20,36,18,0,0,0,0,0,0.013530505821108818,0.021013088524341583,0.36454224586486816,-0.22151558101177216,0.15455745160579681,0.5471293926239014,-0.17025786638259888,0.13354435563087463,0.1825871467590332,0.05125771462917328,0
vm2R_Ant,20,36,18,0,0,0,0,0,0.013271680101752281,-0.10382166504859924,0.39398640394210815,-0.28248175978660583,-0.011655982583761215,0.5383912324905396,-0.15294064581394196,0.09216567873954773,0.1444048285484314,0.12954111397266388,0
vm2L_Post,20,36,18,0,0,0,0,0,0.013530467636883259,0.013742487877607346,0.5412086844444275,-0.15239451825618744,0.08625098317861557,0.7043797373771667,-0.09844793379306793,0.07250849902629852,0.16317105293273926,0.05394658446311951,0
um1L_Post,44,84,42,0,0,0,0,0,0.00030221237102523446,-0.0028438642621040344,0.5508852005004883,-0.1473076492547989,0.2351372241973877,0.6419318914413452,0.05228253826498985,0.23798108100891113,0.09104669094085693,0.19959019124507904,0
um1L_Ant,40,76,38,0,0,0,0,0,0.0003143860958516598,-0.004170805215835571,0.3241948187351227,-0.21653559803962708,0.21789680421352386,0.5107317566871643,-0.05585836246609688,0.22206760942935944,0.18653693795204163,0.1606772392988205,0
um1R_Post,40,76,38,0,0,0,0,0,0.0002285573136759922,-0.2559555172920227,0.5169207453727722,-0.15860405564308167,-0.002726912498474121,0.6388252377510071,0.03120710700750351,0.2532286047935486,0.12190449237823486,0.18981117010116577,0
um2L_Post,120,236,118,0,0,0,0,0,0.0007220596889965236,0.0008760616183280945,0.6298713684082031,-0.1563614457845688,0.21946200728416443,0.9977977871894836,0.26176097989082336,0.21858593821525574,0.3679264187812805,0.41812241077423096,0
um2L_Ant,120,236,118,0,0,0,0,0,0.0006629592389799654,0.0008893609046936035,0.10038439184427261,-0.43431711196899414,0.2249036282300949,0.48146408796310425,-0.04377886652946472,0.2240142673254013,0.38107970356941223,0.3905382454395294,0
ut2_Ant,64,128,64,0,0,0,0,0,0.0049457368440926075,-0.2343386560678482,0.07651804387569427,-0.38987264037132263,0.20966830849647522,0.38326629996299744,-0.07664921879768372,0.4440069794654846,0.30674827098846436,0.3132234215736389,0
um2R_Ant,120,236,118,0,0,0,0,0,0.0006868841592222452,-0.2516019940376282,0.10032197833061218,-0.4357350766658783,0.008211255073547363,0.48133060336112976,-0.044660162180662155,0.25981324911117554,0.3810086250305176,0.39107492566108704,0
um1R_Ant,40,76,38,0,0,0,0,0,0.00021047773770987988,-0.25015056133270264,0.32051146030426025,-0.22365887463092804,-0.004034020006656647,0.5241638422012329,-0.07131460309028625,0.2461165487766266,0.20365238189697266,0.15234427154064178,0
um2R_Post,120,236,118,0,0,0,0,0,0.0007406984805129468,-0.24053028225898743,0.6300504207611084,-0.15649312734603882,0.0022883638739585876,0.9971231818199158,0.26177528500556946,0.2428186535835266,0.3670727610588074,0.4182684123516083,0
vulA,40,80,40,0,0,0,0,0,0.012004463002085686,-0.16354063153266907,0.3701224625110626,-0.3259168565273285,0.16583648324012756,0.7473491430282593,-0.033258307725191116,0.32937711477279663,0.37722668051719666,0.2926585376262665,0
vulB1,40,80,40,0,0,0,0,0,0.006292662117630243,-0.15914644300937653,0.4098432660102844,-0.2916373610496521,0.15488657355308533,0.6923655271530151,-0.04324810206890106,0.31403303146362305,0.2825222611427307,0.24838925898075104,0
vulB2,40,80,40,0,0,0,0,0,0.0030414031352847815,-0.15213307738304138,0.44076108932495117,-0.2600507438182831,0.15069712698459625,0.6531157493591309,-0.06866057962179184,0.30283021926879883,0.2123546600341797,0.19139015674591064,0
vulC,40,80,40,0,0,0,0,0,0.00205615465529263,-0.13144177198410034,0.45310652256011963,-0.2435334026813507,0.1305781900882721,0.6368436217308044,-0.07793554663658142,0.26201996207237244,0.18373709917068481,0.1655978560447693,0
vm1R_Ant,24,44,22,0,0,0,0,0,0.013530496507883072,-0.15689316391944885,0.3466046452522278,-0.25146353244781494,-0.020518280565738678,0.5469571352005005,-0.1705695390701294,0.13637489080429077,0.2003524899482727,0.08089399337768555,0
vm1R_Post,24,44,22,0,0,0,0,0,0.013530473224818707,-0.17479535937309265,0.550958514213562,-0.16942688822746277,-0.01910664141178131,0.6707482933998108,-0.03521104156970978,0.15568871796131134,0.11978977918624878,0.134215846657753,0
vm1L_Post,24,44,22,0,0,0,0,0,0.013530462980270386,0.021067962050437927,0.5505790710449219,-0.16991424560546875,0.1575567126274109,0.6716834306716919,-0.02989622950553894,0.13648875057697296,0.12110435962677002,0.1400180160999298,0
vulD,40,80,40,0,0,0,0,0,0.001182895852252841,-0.10930639505386353,0.46697384119033813,-0.22586499154567719,0.10873745381832123,0.6198734045028687,-0.08806024491786957,0.21804384887218475,0.15289956331253052,0.13780474662780762,0
vulE,80,160,80,0,0,0,0,0,0.03990188241004944,-0.2634233236312866,0.4040733277797699,-0.22851330041885376,0.26836249232292175,0.6118948459625244,0.08173349499702454,0.5317858457565308,0.20782151818275452,0.3102467954158783,0
vulF,40,80,40,0,0,0,0,0,0.007722384762018919,-0.05876387283205986,0.5074166655540466,-0.17490766942501068,0.06031505763530731,0.5733357071876526,-0.13215814530849457,0.11907893419265747,0.06591904163360596,0.04274952411651611,0
vm2R_Post,20,36,18,0,0,0,0,0,0.013271796517074108,-0.10148759186267853,0.5414248704910278,-0.15217359364032745,-0.011468984186649323,0.7115099430084229,-0.09960576891899109,0.0900186076760292,0.17008507251739502,0.052567824721336365,0
vm2L_Ant,20,36,18,0,0,0,0,0,0.01353050209581852,0.012530514970421791,0.39673903584480286,-0.3069164752960205,0.09300209581851959,0.5447691679000854,-0.12141188234090805,0.08047158271074295,0.1480301320552826,0.18550458550453186,0
uv2_Post,68,132,66,0,0,0,0,0,0.001014391309581697,-0.24349266290664673,0.5144201517105103,-0.14387087523937225,0.23367094993591309,0.5928617119789124,0.02324286289513111,0.4771636128425598,0.0784415602684021,0.16711373627185822,0
uv1_Post,68,132,66,0,0,0,0,0,0.0010143977124243975,-0.25257205963134766,0.4925003945827484,-0.15078261494636536,0.23872439563274384,0.587531328201294,0.01565288007259369,0.4912964701652527,0.09503093361854553,0.16643549501895905,0
uv3_Post,30,56,28,0,0,0,0,0,0.003094109008088708,-0.061271850019693375,0.5570962429046631,-0.1467331349849701,0.061449479311704636,0.6225430965423584,-0.10158178210258484,0.12272132933139801,0.06544685363769531,0.045151352882385254,0
uv3_Ant,30,56,28,0,0,0,0,0,0.003094109706580639,-0.06107904016971588,0.4661356806755066,-0.20776093006134033,0.06167203187942505,0.5206018686294556,-0.14720596373081207,0.12275107204914093,0.054466187953948975,0.06055496633052826,0
uv2_Ant,68,132,66,0,0,0,0,0,0.0010095183970406651,-0.24029076099395752,0.4064897298812866,-0.17291000485420227,0.22685036063194275,0.537530243396759,-0.034944165498018265,0.46714112162590027,0.1310405135154724,0.1379658430814743,0
uv1_Ant,68,132,66,0,0,0,0,0,0.001006669132038951,-0.2576553523540497,0.41975894570350647,-0.17272821068763733,0.23470503091812134,0.5468631982803345,-0.03187521547079086,0.492360383272171,0.127104252576828,0.14085298776626587,0
du,80,156,78,0,0,0,0,0,0.0017509607132524252,-0.24402044713497162,0.3751572072505951,-0.15258470177650452,0.2189897745847702,0.656635582447052,0.0970846489071846,0.4630102217197418,0.2814783751964569,0.24966934323310852,0
ut3_Post,48,96,48,0,0,0,0,0,0.0026664671022444963,-0.22807784378528595,0.9499772191047668,0.024321764707565308,0.20128372311592102,1.1675758361816406,0.22362329065799713,0.42936158180236816,0.21759861707687378,0.19930152595043182,0
ut2_Post,64,128,64,0,0,0,0,0,0.004729371052235365,-0.23027315735816956,0.7121062278747559,-0.06047387421131134,0.2061995565891266,1.012718677520752,0.24120327830314636,0.43647271394729614,0.3006124496459961,0.3016771674156189,0
ut1_Post,138,276,138,0,0,0,0,0,0.0013491654535755515,-0.23731468617916107,0.5032212734222412,-0.15808866918087006,0.21357397735118866,0.8022302985191345,0.14258378744125366,0.45088866353034973,0.2990090250968933,0.3006724715232849,0
ut1_Ant,128,256,128,0,0,0,0,0,0.0004823391791433096,-0.23713721334934235,0.27718019485473633,-0.28031453490257263,0.20178425312042236,0.5297046303749084,-0.044075727462768555,0.4389214515686035,0.2525244355201721,0.23623880743980408,0
ut3_Ant,64,128,63,4,4,0,0,0,0.004831594415009022,-0.20876163244247437,-0.06199709698557854,-0.4500751793384552,0.20416545867919922,0.1749083548784256,-0.17789556086063385,0.4129270911216736,0.23690545558929443,0.27217960357666016,8
utse,268,536,268,0,0,0,0,0,0.00025961993378587067,-0.2772305905818939,0.08769720792770386,-0.31217437982559204,0.2655096650123596,1.00627863407135,0.34288209676742554,0.5427402257919312,0.9185814261436462,0.6550564765930176,0
ut4_Post,48,96,48,0,0,0,0,0,0.0018764461856335402,-0.21680091321468353,1.1403964757919312,0.06107029318809509,0.002615004777908325,1.3395912647247314,0.25078296661376953,0.21941591799259186,0.1991947889328003,0.18971267342567444,0
ut4_Ant,36,72,36,0,0,0,0,0,0.00412842258810997,-0.08148719370365143,-0.2325686365365982,-0.5134525299072266,0.168356254696846,0.021864399313926697,-0.2565893530845642,0.24984344840049744,0.2544330358505249,0.25686317682266235,0
