object,verts,edges,polygons,boundary_edges,nonmanifold_edges,wire_edges,loose_verts,degenerate_faces,min_face_area,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,extent_x,extent_y,extent_z,problem_score
pm8,28,56,28,0,0,0,0,0,0.004070112016052008,-0.09871543943881989,-2.381289482116699,0.27868273854255676,0.055978912860155106,-2.3525731563568115,0.43426522612571716,0.1546943485736847,0.028716325759887695,0.1555824875831604,0
mc3V,188,386,200,0,0,0,0,0,2.584278036010801e-06,-0.044486578553915024,-2.6027638912200928,0.23818325996398926,0.0014470145106315613,-2.375532388687134,0.392941951751709,0.045933593064546585,0.22723150253295898,0.15475869178771973,0
pm7VL,142,289,149,0,0,0,0,0,1.179922946903389e-05,-0.015619192272424698,-2.495438575744629,0.24070128798484802,0.10336022824048996,-2.3721096515655518,0.41546574234962463,0.11897942423820496,0.12332892417907715,0.1747644543647766,0
pm7D,154,324,172,0,0,0,0,0,1.2691815754806157e-05,-0.10791824012994766,-2.486119270324707,0.3596346378326416,0.06576396524906158,-2.3643245697021484,0.4911856949329376,0.17368221282958984,0.1217947006225586,0.13155105710029602,0
pm6VL,167,346,181,0,0,0,0,0,2.784168373182183e-06,-0.01839638501405716,-2.602097511291504,0.2485370635986328,0.10087951272726059,-2.4036710262298584,0.4234374463558197,0.11927589774131775,0.1984264850616455,0.1749003827571869,0
pm6D,133,282,151,0,0,0,0,0,2.1858113541384228e-05,-0.10190405696630478,-2.5945332050323486,0.37211188673973083,0.05964735522866249,-2.398249864578247,0.4985552728176117,0.16155141592025757,0.19628334045410156,0.12644338607788086,0
mc3DL,214,437,225,0,0,0,0,0,9.505246453045402e-06,-0.0020482055842876434,-2.5947513580322266,0.3672599494457245,0.09242776036262512,-2.368523120880127,0.4618223309516907,0.09447596967220306,0.2262282371520996,0.09456238150596619,0
pm6VR,153,314,163,0,0,0,0,0,5.273324859444983e-06,-0.143575981259346,-2.6018686294555664,0.24791523814201355,-0.025646481662988663,-2.4036755561828613,0.42368802428245544,0.11792950332164764,0.19819307327270508,0.1757727861404419,0
pm5VL,157,313,158,0,0,0,0,0,9.608163964003325e-06,-0.01761714182794094,-2.9301397800445557,0.353851854801178,0.07034146785736084,-2.584944486618042,0.556911289691925,0.08795861154794693,0.34519529342651367,0.20305943489074707,0
pm5D,170,336,168,0,0,0,0,0,1.4304616342997178e-05,-0.08475510030984879,-2.925726890563965,0.4126434326171875,0.041909072548151016,-2.5809152126312256,0.6144153475761414,0.1266641765832901,0.34481167793273926,0.20177191495895386,0
mc2DL,194,396,204,0,0,0,0,0,3.221107590434258e-06,-0.003924412652850151,-2.926344871520996,0.4141789674758911,0.06308339536190033,-2.5832440853118896,0.5871519446372986,0.06700780987739563,0.34310078620910645,0.17297297716140747,0
pm5VR,137,273,138,0,0,0,0,0,7.387352980003925e-06,-0.11279521882534027,-2.9306600093841553,0.35403043031692505,-0.024831639602780342,-2.5850026607513428,0.5563580989837646,0.08796358108520508,0.3456573486328125,0.2023276686668396,0
pm4VL,106,211,107,0,0,0,0,0,1.7885982742882334e-05,-0.016075029969215393,-3.0520524978637695,0.4347493350505829,0.07133246213197708,-2.9188625812530518,0.5676541328430176,0.08740749210119247,0.13318991661071777,0.1329047977924347,0
pm4D,102,207,108,0,5,0,0,0,1.4324298717838246e-05,-0.08488952368497849,-3.0441486835479736,0.5306961536407471,0.040893714874982834,-2.9155640602111816,0.625775158405304,0.12578323483467102,0.128584623336792,0.09507900476455688,5
e3VL,86,171,87,0,0,0,0,0,5.498894228850304e-09,-0.009947014972567558,-3.4502108097076416,0.5122019648551941,0.0489971898496151,-3.0868639945983887,0.5840198397636414,0.058944202959537506,0.36334681510925293,0.07181787490844727,0
e1VL,84,164,82,0,0,0,0,0,1.572035834840335e-08,-0.009819849394261837,-3.4650256633758545,0.5149407982826233,0.04192672297358513,-3.140406370162964,0.5850738883018494,0.05174657329916954,0.3246192932128906,0.07013309001922607,0
Phar_Gland_g1_L,308,636,330,0,0,0,0,0,8.889265359357523e-07,-0.014234507456421852,-2.8548388481140137,0.23369485139846802,0.03198247402906418,-2.5206680297851562,0.5619797110557556,0.04621697962284088,0.3341708183288574,0.3282848596572876,0
Phar_Gland_g2_VL,64,124,62,0,0,0,0,0,6.034111720509827e-06,-0.019244996830821037,-2.6024017333984375,0.2512209117412567,0.06147421523928642,-2.3606410026550293,0.46341148018836975,0.08071921020746231,0.2417607307434082,0.21219056844711304,0
pm4VR,106,212,108,0,0,0,0,0,1.2912637430417817e-05,-0.11385707557201385,-3.052168846130371,0.4345461130142212,-0.0258730910718441,-2.918781280517578,0.5676870346069336,0.08798398077487946,0.13338756561279297,0.1331409215927124,0
pm3VL,199,411,214,0,0,0,0,0,1.2704581422440242e-06,-0.018467675894498825,-3.4233973026275635,0.47180187702178955,0.04924149066209793,-3.0449821949005127,0.5930374264717102,0.06770916283130646,0.3784151077270508,0.12123554944992065,0
pm3D,163,327,166,0,0,0,0,0,3.356608885951573e-06,-0.06831275671720505,-3.4181878566741943,0.5462155342102051,0.0272904671728611,-3.043527364730835,0.6307184100151062,0.09560322761535645,0.3746604919433594,0.08450287580490112,0
mc1DL,288,582,296,0,0,0,0,0,7.027333595033269e-06,-0.011400636285543442,-3.4245314598083496,0.5360471606254578,0.06312760710716248,-2.91666579246521,0.6203347444534302,0.07452824711799622,0.5078656673431396,0.08428758382797241,0
pm3VR,192,395,205,0,0,0,0,0,4.341704425314674e-06,-0.091921366751194,-3.4233155250549316,0.4700348675251007,-0.02372094988822937,-3.0454277992248535,0.5930395126342773,0.06820041686296463,0.3778877258300781,0.12300464510917664,0
pm7VR,140,298,160,0,0,0,0,0,2.098982258758042e-05,-0.14610514044761658,-2.4956512451171875,0.24086791276931763,-0.02522648498415947,-2.373274564743042,0.41516080498695374,0.12087865173816681,0.12237668037414551,0.1742928922176361,0
mu_bod_VL22,357,722,367,0,0,0,0,0,9.054769907379523e-05,-0.01550709456205368,2.205369234085083,-0.28067001700401306,0.1206074059009552,3.33240008354187,-0.10999362915754318,0.13611450791358948,1.127030849456787,0.17067638039588928,0
mu_bod_VL20,359,728,371,0,0,0,0,0,0.00015058762801345438,-0.02001575380563736,1.2952841520309448,-0.1514693945646286,0.13440416753292084,2.425621271133423,0.09627287089824677,0.1544199287891388,1.130337119102478,0.24774226546287537,0
mu_bod_VL18,297,600,305,0,0,0,0,0,0.00016142107779160142,-0.018604137003421783,0.511478066444397,-0.2519470155239105,0.15306629240512848,1.5114920139312744,0.14554361999034882,0.17167043685913086,1.0000139474868774,0.39749062061309814,0
mu_bod_VL16,191,387,198,0,0,0,0,0,0.00018306147831026465,-0.01818922907114029,-0.15746694803237915,-0.5978816151618958,0.1524449586868286,0.5110418200492859,-0.13613231480121613,0.1706341803073883,0.668508768081665,0.4617493152618408,0
mu_bod_VL14,275,557,284,0,0,0,0,0,0.00016261660493910313,-0.020927824079990387,-0.8305208683013916,-0.7184512615203857,0.14152370393276215,0.05694059282541275,-0.3853260278701782,0.16245153546333313,0.8874614834785461,0.3331252336502075,0
mu_bod_VL12,279,565,288,0,0,0,0,0,0.0001296510745305568,-0.018432699143886566,-1.4948009252548218,-0.6792821884155273,0.13592472672462463,-0.614543616771698,-0.45747801661491394,0.1543574333190918,0.8802573084831238,0.2218041718006134,0
mu_bod_VL10,231,468,239,0,0,0,0,0,0.00022325526515487581,-0.024165280163288116,-2.0671145915985107,-0.5335472226142883,0.12840864062309265,-1.2583074569702148,-0.09973687678575516,0.15257391333580017,0.8088071346282959,0.43381035327911377,0
mu_bod_VL8,119,242,125,0,0,0,0,0,0.0055587440729141235,0.01072695106267929,-2.614849090576172,-0.2133769690990448,0.12623196840286255,-1.8206590414047241,0.23530274629592896,0.11550501734018326,0.7941900491714478,0.44867971539497375,0
mu_bod_VL6,79,163,86,0,0,0,0,0,0.004846098832786083,-0.0007507391273975372,-2.9421403408050537,0.15860360860824585,0.0982956662774086,-2.393660068511963,0.3730071783065796,0.09904640913009644,0.5484802722930908,0.21440356969833374,0
mu_bod_VL4,56,112,58,0,0,0,0,0,0.00449560908600688,-0.00889371708035469,-3.151353359222412,0.2973790466785431,0.07768277078866959,-2.7186954021453857,0.45774006843566895,0.08657649159431458,0.43265795707702637,0.16036102175712585,0
mu_bod_VL2,115,234,121,0,0,0,0,0,0.0011776586761698127,-0.013019770383834839,-3.3735716342926025,0.3952358365058899,0.05942629277706146,-2.9663925170898438,0.5356168746948242,0.0724460631608963,0.4071791172027588,0.14038103818893433,0
mu_bod_VL21,112,226,116,0,0,0,0,0,4.656612873077393e-10,0.11302705109119415,2.060378313064575,-0.20581349730491638,0.2146463245153427,2.86160945892334,0.006725937128067017,0.10161927342414856,0.8012311458587646,0.2125394344329834,0
mu_bod_VL19,82,166,86,0,0,0,0,0,0.007015681359916925,0.12769952416419983,1.6505202054977417,-0.05568581074476242,0.22277669608592987,2.2681381702423096,0.1276416778564453,0.09507717192173004,0.6176179647445679,0.18332749605178833,0
mu_bod_VL17,142,286,146,0,0,0,0,0,0.006891951430588961,0.12860150635242462,0.9034294486045837,-0.01900511234998703,0.2180730104446411,1.8539164066314697,0.21612802147865295,0.08947150409221649,0.950486958026886,0.23513314127922058,0
mu_bod_VL15,150,310,162,0,0,0,0,0,4.0209657825585055e-09,0.13261239230632782,0.12116166949272156,-0.46248385310173035,0.2364347130060196,1.124358057975769,0.23340179026126862,0.10382232069969177,1.003196358680725,0.6958856582641602,0
mu_bod_VL13,112,230,120,0,0,0,0,0,1.5425030142068863e-09,0.13399988412857056,-0.47553423047065735,-0.665427029132843,0.2370162159204483,0.3475004732608795,-0.115982785820961,0.10301633179187775,0.8230347037315369,0.5494442582130432,0
mu_bod_VL11,129,262,135,0,0,0,0,0,9.313225746154785e-10,0.12496992945671082,-1.1419357061386108,-0.6663850545883179,0.22879746556282043,-0.2521266043186188,-0.3869865834712982,0.10382753610610962,0.8898091316223145,0.27939847111701965,0
mu_bod_VL9,129,259,132,0,0,0,0,0,0.005652265157550573,0.12196084856987,-1.802870273590088,-0.5845547318458557,0.21183674037456512,-0.9319508671760559,-0.24220219254493713,0.08987589180469513,0.870919406414032,0.3423525393009186,0
mu_bod_VL7,87,175,90,0,0,0,0,0,0.017309553921222687,0.10531432181596756,-2.2841243743896484,-0.28434374928474426,0.21545840799808502,-1.576271891593933,0.07493986189365387,0.11014408618211746,0.7078524827957153,0.3592836260795593,0
mu_bod_VL5,87,175,90,0,0,0,0,0,0.012926667928695679,0.0753246396780014,-2.761673927307129,0.03255182504653931,0.20669196546077728,-2.0600061416625977,0.3254110813140869,0.13136732578277588,0.7016677856445312,0.2928592562675476,0
mu_bod_VL3,74,150,78,0,0,0,0,0,1.9201913392663528e-09,0.04261621832847595,-3.1486222743988037,0.29182010889053345,0.1564428061246872,-2.5486342906951904,0.4805028438568115,0.11382658779621124,0.5999879837036133,0.18868273496627808,0
mu_bod_VL1,109,212,104,16,16,0,0,0,7.450637440342689e-09,0.021788980811834335,-3.3700597286224365,0.4453030824661255,0.11370354145765305,-2.940086841583252,0.5667043328285217,0.09191456437110901,0.42997288703918457,0.12140125036239624,32
mu_bod_VR22,341,692,353,0,0,0,0,0,7.964637916302308e-05,-0.1259705126285553,2.2889630794525146,-0.28031450510025024,-0.01429874449968338,3.3310892581939697,-0.1258498728275299,0.11167176812887192,1.042126178741455,0.15446463227272034,0
mu_bod_VR20,375,760,387,0,0,0,0,0,0.00014232544344849885,-0.1440565139055252,1.2940131425857544,-0.17471274733543396,-0.017104677855968475,2.507845878601074,0.09963474422693253,0.12695184350013733,1.2138327360153198,0.2743474841117859,0
mu_bod_VR18,297,601,306,0,0,0,0,0,7.121734961401671e-05,-0.1514776200056076,0.5087405443191528,-0.2748560309410095,-0.01983427256345749,1.511090636253357,0.1479308307170868,0.1316433548927307,1.002350091934204,0.4227868616580963,0
mu_bod_VR16,191,389,200,0,0,0,0,0,0.0002470131148584187,-0.15637536346912384,-0.157707080245018,-0.5980988144874573,-0.01795438677072525,0.5086826086044312,-0.14756283164024353,0.138420969247818,0.6663897037506104,0.45053598284721375,0
mu_bod_VR14,275,557,284,0,0,0,0,0,0.00011096764501417056,-0.15139657258987427,-0.8306668400764465,-0.7181996703147888,-0.013480126857757568,0.05645819008350372,-0.38248103857040405,0.1379164457321167,0.8871250152587891,0.33571863174438477,0
mu_bod_VR12,287,583,298,0,0,0,0,0,0.00013745305477641523,-0.14643462002277374,-1.4935861825942993,-0.6790242195129395,-0.013407096266746521,-0.6149123907089233,-0.45335373282432556,0.13302752375602722,0.878673791885376,0.2256704866886139,0
mu_bod_VR10,219,444,227,0,0,0,0,0,0.00016012208652682602,-0.13979394733905792,-2.067213773727417,-0.5328127145767212,-0.016144834458827972,-1.2587087154388428,-0.09681915491819382,0.12364911288022995,0.8085050582885742,0.4359935522079468,0
mu_bod_VR8,119,242,125,0,0,0,0,0,0.0062860846519470215,-0.1406273990869522,-2.6148741245269775,-0.21217358112335205,-0.024739187210798264,-1.8210866451263428,0.23814013600349426,0.11588820815086365,0.7937874794006348,0.4503137171268463,0
mu_bod_VR6,63,129,68,0,0,0,0,0,0.005148959346115589,-0.11033051460981369,-2.8565008640289307,0.15978066623210907,-0.025706958025693893,-2.395514488220215,0.34569722414016724,0.0846235603094101,0.4609863758087158,0.18591655790805817,0
mu_bod_VR4,61,125,66,0,0,0,0,0,0.0043806531466543674,-0.10292799770832062,-3.103748321533203,0.26735207438468933,-0.026424646377563477,-2.6373603343963623,0.443305104970932,0.07650335133075714,0.4663879871368408,0.17595303058624268,0
mu_bod_VR2,128,258,132,0,0,0,0,0,0.0011338263284415007,-0.09554483741521835,-3.37619686126709,0.3622470796108246,-0.025033462792634964,-2.88240122795105,0.5371267199516296,0.07051137089729309,0.49379563331604004,0.17487964034080505,0
mu_bod_VR21,129,261,134,0,0,0,0,0,3.284220895238832e-08,-0.23081502318382263,1.9762446880340576,-0.20511826872825623,-0.12253710627555847,2.862276077270508,0.03634299337863922,0.10827791690826416,0.8860313892364502,0.24146126210689545,0
mu_bod_VR19,82,167,87,0,0,0,0,0,3.286853456074823e-08,-0.23289170861244202,1.5683428049087524,-0.03153714910149574,-0.13796408474445343,2.205796003341675,0.1536196768283844,0.09492762386798859,0.6374531984329224,0.18515682220458984,0
mu_bod_VR17,129,260,133,0,0,0,0,0,3.725290298461914e-09,-0.22926530241966248,0.9028453230857849,-0.01268153078854084,-0.13833199441432953,1.7697147130966187,0.21956300735473633,0.09093330800533295,0.8668693900108337,0.23224453628063202,0
mu_bod_VR15,150,310,162,0,0,0,0,0,1.5359772120859816e-08,-0.2467450499534607,0.12055233865976334,-0.4610273241996765,-0.14212343096733093,1.1234934329986572,0.2364172339439392,0.10462161898612976,1.0029411315917969,0.6974445581436157,0
mu_bod_VR13,129,263,136,0,0,0,0,0,8.216202829203212e-09,-0.24763643741607666,-0.5603237152099609,-0.6819910407066345,-0.14411704242229462,0.32591336965560913,-0.11789996176958084,0.10351939499378204,0.8862370848655701,0.5640910863876343,0
mu_bod_VR11,112,228,118,0,0,0,0,0,3.919654822936991e-09,-0.23963817954063416,-1.1425063610076904,-0.6605166792869568,-0.1357603371143341,-0.3383976221084595,-0.4208023250102997,0.10387784242630005,0.804108738899231,0.2397143542766571,0
mu_bod_VR9,273,547,276,0,0,0,0,0,0.0002145730977645144,-0.22410330176353455,-1.8051068782806396,-0.6104061603546143,-0.017188087105751038,-0.9327690601348877,-0.23923300206661224,0.2069152146577835,0.872337818145752,0.3711731433868408,0
mu_bod_VR7,87,175,90,0,0,0,0,0,0.017337951809167862,-0.2271510511636734,-2.284641742706299,-0.2831515371799469,-0.11732348054647446,-1.5771150588989258,0.07791739702224731,0.10982757061719894,0.707526683807373,0.3610689342021942,0
mu_bod_VR5,100,202,104,0,0,0,0,0,0.011912102811038494,-0.22037166357040405,-2.8455686569213867,0.03432539477944374,-0.09127932041883469,-2.059335947036743,0.35759437084198,0.12909233570098877,0.7862327098846436,0.32326897978782654,0
mu_bod_VR3,61,123,64,0,0,0,0,0,0.005767039954662323,-0.16757065057754517,-3.147308349609375,0.3225649297237396,-0.0814281776547432,-2.6314921379089355,0.48356878757476807,0.08614247292280197,0.5158162117004395,0.16100385785102844,0
mu_bod_VR1,102,204,104,0,0,0,0,0,0.0011745654046535492,-0.14165715873241425,-3.3710193634033203,0.4481070041656494,-0.05940207093954086,-2.9609711170196533,0.5690295696258545,0.08225508779287338,0.410048246383667,0.12092256546020508,0
mu_bod_DR23,216,433,219,0,0,0,0,0,0.0025801444426178932,-0.1824055016040802,2.6544172763824463,-0.0788213312625885,-0.05281013250350952,3.9825801849365234,0.21437333524227142,0.12959536910057068,1.3281629085540771,0.29319465160369873,0
mu_bod_DR22,181,370,191,0,0,0,0,0,0.006105897016823292,-0.1262812614440918,2.3116745948791504,0.029505014419555664,-0.026655487716197968,3.3606700897216797,0.31810230016708374,0.09962577372789383,1.0489954948425293,0.2885972857475281,0
mu_bod_DR20,215,505,292,0,0,0,0,0,0.00610532658174634,-0.14443626999855042,1.319175124168396,0.19421890377998352,-0.03531064838171005,2.5367612838745117,0.5224084258079529,0.10912562161684036,1.2175861597061157,0.32818952202796936,0
mu_bod_DR18,163,333,172,0,0,0,0,0,0.006105320528149605,-0.14441965520381927,0.5703749656677246,0.2628786265850067,-0.03660093992948532,1.539740800857544,0.5701038241386414,0.10781871527433395,0.9693658351898193,0.30722519755363464,0
mu_bod_DR16,147,301,156,0,0,0,0,0,0.006091798655688763,-0.1558079719543457,-0.12039671838283539,-0.08712393790483475,-0.03821644186973572,0.7809279561042786,0.44002601504325867,0.11759153008460999,0.9013246893882751,0.5271499752998352,0
mu_bod_DR14,147,301,156,0,0,0,0,0,0.006302557419985533,-0.1518770456314087,-0.8011148571968079,-0.3040090501308441,-0.03599679097533226,0.09046284854412079,0.10438075661659241,0.11588025093078613,0.8915777206420898,0.4083898067474365,0
mu_bod_DR12,165,338,175,0,0,0,0,0,0.0072297994047403336,-0.14681793749332428,-1.5487010478973389,-0.2879972755908966,-0.03318523243069649,-0.5808663368225098,0.040086664259433746,0.11363270878791809,0.9678347110748291,0.32808393239974976,0
mu_bod_DR10,129,263,136,0,0,0,0,0,0.005078138317912817,-0.13859766721725464,-2.117382049560547,-0.10445720702409744,-0.03376557677984238,-1.3183445930480957,0.3938913345336914,0.10483209043741226,0.7990374565124512,0.49834853410720825,0
mu_bod_DR8,131,268,139,0,0,0,0,0,0.00549663370475173,-0.13828204572200775,-2.681274890899658,0.2261134535074234,-0.024206198751926422,-1.8785182237625122,0.5960367321968079,0.11407584697008133,0.802756667137146,0.36992329359054565,0
mu_bod_DR6,61,122,63,0,0,0,0,0,0.004616694524884224,-0.10794302076101303,-2.9170684814453125,0.5025397539138794,-0.022641800343990326,-2.456801176071167,0.6436953544616699,0.0853012204170227,0.4602673053741455,0.14115560054779053,0
mu_bod_DR4,69,140,73,0,0,0,0,0,0.004577935207635164,-0.09773091226816177,-3.1856071949005127,0.5770437717437744,-0.024893183261156082,-2.7035675048828125,0.6668184995651245,0.0728377252817154,0.4820396900177002,0.0897747278213501,0
mu_bod_DR2,89,178,90,8,8,0,0,0,0.0018285360420122743,-0.0899018719792366,-3.3591396808624268,0.6016209125518799,-0.023642241954803467,-3.0396480560302734,0.6755523085594177,0.06625963002443314,0.3194916248321533,0.07393139600753784,16
mu_bod_DR3,61,127,68,0,0,0,0,0,3.261663295006656e-08,-0.16825316846370697,-3.1355490684509277,0.4778746962547302,-0.07946527004241943,-2.6002190113067627,0.640593409538269,0.08878789842128754,0.535330057144165,0.16271871328353882,0
mu_bod_DR5,100,205,107,0,0,0,0,0,3.0121270810923306e-08,-0.22013792395591736,-2.830259084701538,0.2358424961566925,-0.08960317820310593,-2.041656970977783,0.6110792756080627,0.13053473830223083,0.7886021137237549,0.37523677945137024,0
mu_bod_DR7,87,179,94,0,0,0,0,0,1.863554421888125e-09,-0.22726920247077942,-2.268808126449585,-0.08276420086622238,-0.11682705581188202,-1.5337040424346924,0.4246699810028076,0.1104421466588974,0.7351040840148926,0.5074341893196106,0
mu_bod_DR9,113,229,118,0,0,0,0,0,3.850762375634531e-09,-0.22442646324634552,-1.7849903106689453,-0.3436955213546753,-0.13124588131904602,-0.9075198769569397,0.13700911402702332,0.0931805819272995,0.8774704337120056,0.4807046353816986,0
mu_bod_DR11,113,227,116,0,0,0,0,0,0.016688041388988495,-0.24083654582500458,-1.1231262683868408,-0.3968479037284851,-0.13532723486423492,-0.25665751099586487,-0.15388397872447968,0.10550931096076965,0.8664687871932983,0.24296392500400543,0
mu_bod_DR21,113,228,117,0,0,0,0,0,0.015506408177316189,-0.2302379161119461,1.9932434558868408,0.02032621018588543,-0.12199560552835464,2.8645577430725098,0.37972262501716614,0.10824231058359146,0.871314287185669,0.35939642786979675,0
mu_bod_DR19,74,151,79,0,0,0,0,0,0.017275499179959297,-0.2329801470041275,1.5863280296325684,0.22253535687923431,-0.137471541762352,2.2064855098724365,0.4671105146408081,0.09550860524177551,0.6201574802398682,0.2445751577615738,0
mu_bod_DR17,113,233,122,0,0,0,0,0,0.011762985959649086,-0.22935162484645844,0.9272248148918152,0.32934659719467163,-0.1378365308046341,1.7919437885284424,0.5105034708976746,0.09151509404182434,0.8647189736366272,0.18115687370300293,0
mu_bod_DR15,139,281,144,0,0,0,0,0,0.017718389630317688,-0.2477840632200241,0.0676901787519455,-0.038144540041685104,-0.14166107773780823,1.1202995777130127,0.4886469841003418,0.10612298548221588,1.0526094436645508,0.526791512966156,0
mu_bod_DR13,87,178,93,0,0,0,0,0,1.862645149230957e-09,-0.24722042679786682,-0.44765546917915344,-0.2577095031738281,-0.1441616714000702,0.2783229947090149,0.08575628697872162,0.10305875539779663,0.7259784936904907,0.34346580505371094,0
mu_bod_DL22,181,370,191,0,0,0,0,0,0.006185085047036409,0.009091630578041077,2.228569746017456,0.03171432763338089,0.12010286003351212,3.279264450073242,0.35182780027389526,0.11101122945547104,1.0506947040557861,0.32011348009109497,0
mu_bod_DL20,199,408,211,0,0,0,0,0,0.007702402770519257,0.014230992645025253,1.3223636150360107,0.22466835379600525,0.13387592136859894,2.454162836074829,0.522045910358429,0.11964492499828339,1.1317992210388184,0.2973775565624237,0
mu_bod_DL18,163,335,174,0,0,0,0,0,0.006361826788634062,0.014910925179719925,0.569614827632904,0.26187843084335327,0.13289378583431244,1.540329098701477,0.5699678659439087,0.11798286437988281,0.970714271068573,0.3080894351005554,0
mu_bod_DL16,147,301,156,0,0,0,0,0,0.006357028614729643,0.018635481595993042,-0.11946592479944229,-0.08864901959896088,0.14458951354026794,0.7820762395858765,0.43903207778930664,0.1259540319442749,0.9015421867370605,0.5276811122894287,0
mu_bod_DL14,147,301,156,0,0,0,0,0,0.006343943532556295,0.017872557044029236,-0.7999256253242493,-0.30535224080085754,0.14091001451015472,0.09216911345720291,0.10347327589988708,0.12303745746612549,0.8920947313308716,0.40882551670074463,0
mu_bod_DL12,162,332,172,0,0,0,0,0,0.0030123735778033733,0.017246633768081665,-1.516869068145752,-0.2896767854690552,0.13538163900375366,-0.5795261263847351,0.023372070863842964,0.118135005235672,0.9373429417610168,0.3130488693714142,0
mu_bod_DL10,129,262,135,0,0,0,0,0,0.007451427634805441,0.01917850226163864,-2.0881130695343018,-0.11231155693531036,0.1278768926858902,-1.307148814201355,0.37506556510925293,0.10869839042425156,0.7809642553329468,0.4873771071434021,0
mu_bod_DL8,120,245,127,0,0,0,0,0,0.0020927598234266043,0.012142341583967209,-2.60882830619812,0.22407852113246918,0.12684431672096252,-1.8760849237442017,0.5781930088996887,0.11470197141170502,0.7327433824539185,0.35411447286605835,0
mu_bod_DL6,79,161,84,0,0,0,0,0,0.0020927574951201677,0.001398034393787384,-2.9169373512268066,0.49513545632362366,0.0942598432302475,-2.4272191524505615,0.6452375054359436,0.09286180883646011,0.4897181987762451,0.15010204911231995,0
mu_bod_DL4,69,140,73,0,0,0,0,0,0.004586193710565567,-0.007981758564710617,-3.1832845211029053,0.5744578242301941,0.07835880666971207,-2.6998422145843506,0.6665551662445068,0.08634056150913239,0.4834423065185547,0.09209734201431274,0
mu_bod_DL2,86,175,90,2,3,0,0,0,0.001665677409619093,-0.010957827791571617,-3.3576860427856445,0.6002493500709534,0.06102936342358589,-3.0000662803649902,0.675372838973999,0.07198718935251236,0.3576197624206543,0.07512348890304565,5
mu_bod_DL23,216,431,217,0,0,0,0,0,0.002544951159507036,0.04325956851243973,2.653944969177246,-0.08107239007949829,0.17085590958595276,3.981295585632324,0.21398165822029114,0.12759634852409363,1.3273506164550781,0.29505404829978943,0
mu_bod_DL21,113,229,118,1,3,0,0,0,0.011941474862396717,0.11270722001791,1.9933730363845825,0.016310710459947586,0.21991276741027832,2.891950845718384,0.37872570753097534,0.10720554739236832,0.8985778093338013,0.36241498589515686,4
mu_bod_DL19,74,153,80,3,3,0,0,0,1.7824190123860717e-08,0.1277785748243332,1.5868422985076904,0.2212342619895935,0.22354656457901,2.2090699672698975,0.46643126010894775,0.09576798975467682,0.622227668762207,0.24519699811935425,6
mu_bod_DL17,126,254,130,0,0,0,0,0,6.071480207481272e-09,0.12816697359085083,0.8437998294830322,0.31074729561805725,0.21796052157878876,1.8102967739105225,0.5149329900741577,0.08979354798793793,0.9664969444274902,0.20418569445610046,0
mu_bod_DL15,126,254,129,3,3,0,0,0,0.019420523196458817,0.13502955436706543,0.06938596069812775,-0.03650413453578949,0.23664182424545288,1.0613843202590942,0.46106165647506714,0.10161226987838745,0.9919983744621277,0.4975658059120178,6
mu_bod_DL3,61,128,69,0,0,0,0,0,3.532970138664382e-09,0.04368939623236656,-3.131779432296753,0.4754975140094757,0.15089012682437897,-2.596261501312256,0.6399654746055603,0.1072007268667221,0.5355179309844971,0.1644679605960846,0
mu_bod_DL5,100,206,107,3,3,0,0,0,2.9107614096801626e-08,0.06949760019779205,-2.8277485370635986,0.2128218710422516,0.2067929208278656,-2.0120394229888916,0.6103090047836304,0.13729532063007355,0.815709114074707,0.3974871337413788,6
mu_bod_DL7,87,177,92,0,0,0,0,0,5.631421995389019e-09,0.10501614958047867,-2.265380859375,-0.08450177311897278,0.21515347063541412,-1.5303391218185425,0.4235839545726776,0.11013732105493546,0.7350417375564575,0.5080857276916504,0
mu_bod_DL9,113,230,118,3,3,0,0,0,4.778703655006211e-09,0.12159457057714462,-1.782354474067688,-0.35439878702163696,0.21189941465854645,-0.8789005279541016,0.13592727482318878,0.09030484408140182,0.9034539461135864,0.49032604694366455,6
mu_bod_DL11,113,229,118,1,3,0,0,0,5.473433338920586e-05,0.1290404349565506,-1.0929133892059326,-0.39181801676750183,0.22644385695457458,-0.25454750657081604,-0.16099373996257782,0.09740342199802399,0.838365912437439,0.230824276804924,4
mu_bod_DL13,87,178,93,0,0,0,0,0,1.1609474270812825e-08,0.13356523215770721,-0.4455663561820984,-0.2581433653831482,0.23514524102210999,0.26013973355293274,0.0795593336224556,0.10158000886440277,0.7057061195373535,0.3377026915550232,0
mu_bod_VR23,240,480,242,0,0,0,0,0,3.281590821302416e-08,-0.182648167014122,2.6386618614196777,-0.2896268963813782,-0.05280779302120209,3.975594997406006,0.11201424896717072,0.12984037399291992,1.3369331359863281,0.4016411304473877,0
mu_bod_VL23,240,480,242,0,0,0,0,0,1.3970596901557997e-09,0.04236655682325363,2.6392123699188232,-0.2899637520313263,0.17144785821437836,3.975769519805908,0.10912217199802399,0.12908130884170532,1.336557149887085,0.3990859389305115,0
mu_bod_DR1,105,207,103,8,8,0,0,0,0.0016095963073894382,-0.14158493280410767,-3.3620827198028564,0.5551834106445312,-0.056462377309799194,-2.9539899826049805,0.6524953246116638,0.08512255549430847,0.408092737197876,0.09731191396713257,16
