bbox_intersection_volume,object_a,object_b,extent_x,extent_y,extent_z
3.8091895561313374,AVAR,SMDVR,0.14668884873390198,6.792242050170898,3.8231587409973145
3.7922855279522723,SMDVR,PDEL,0.33108454942703247,6.326817989349365,1.8104093074798584
3.790049287692443,AVDR,PVDL,0.17313453555107117,6.5152974128723145,3.3599042892456055
3.7876213283758386,AVKR,SMDVR,0.145844966173172,6.792242527008057,3.823507308959961
3.7874182801543923,DB3,DB1,0.12480428814888,5.606749534606934,5.412558555603027
3.7861785704784108,AVBL,SMDVR,0.14566001296043396,6.792241096496582,3.826904773712158
3.77599864415832,AVDL,SMDVR,0.14528974890708923,6.792243957519531,3.8263401985168457
3.7626645561380108,AVDR,SMDVR,0.14499768614768982,6.792242050170898,3.820509433746338
3.7599598689229192,AVFL,SMDVR,0.1450311541557312,6.792242527008057,3.8168818950653076
3.747631765193603,Excretory_Cell,SIBDL,0.29653200507164,6.755603790283203,1.8707733154296875
3.7253858175030796,hyp7,PVDL,0.41002151370048523,6.5152974128723145,1.3945380449295044
3.7135446549273925,AVBR,SMDVR,0.14357951283454895,6.792241096496582,3.8078784942626953
3.7108121966075434,AVFR,SMDVR,0.14327247440814972,6.792242050170898,3.813230514526367
3.6457691736487905,AVKL,SMDVL,0.14551642537117004,6.704667091369629,3.7368006706237793
3.624849124336083,AVKL,AVAR,0.14245879650115967,6.809272766113281,3.7368006706237793
3.6033766211531737,AVKR,AVKL,0.1416149139404297,6.809272766113281,3.7368006706237793
