object_name,safe_name,category_guess,stl_path,raw_triangles,exported_triangles,skipped_degenerate,min_x,min_y,min_z,max_x,max_y,max_z,span_x,span_y,span_z
URYVL,URYVL,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/URYVL.stl,2624,2624,0,-0.017740972340106964,-3.4257986545562744,0.39156967401504517,0.05121440440416336,-2.732753276824951,0.5589494109153748,0.06895537674427032,0.6930453777313232,0.1673797369003296
OLQVR,OLQVR,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/OLQVR.stl,2624,2624,0,-0.09814897924661636,-3.492910385131836,0.3983180522918701,-0.03865193575620651,-2.733130693435669,0.5682154893875122,0.05949704349040985,0.759779691696167,0.1698974370956421
IL1VR,IL1VR,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/IL1VR.stl,2752,2752,0,-0.08999265730381012,-3.4929099082946777,0.387292742729187,-0.03865186870098114,-2.733279228210449,0.5682152509689331,0.05134078860282898,0.7596306800842285,0.1809225082397461
IL1R,IL1R,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/IL1R.stl,3648,3648,0,-0.1234157383441925,-3.4939279556274414,0.41632696986198425,-0.04800903797149658,-2.7231814861297607,0.5915651917457581,0.07540670037269592,0.7707464694976807,0.1752382218837738
NSMR,NSMR,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/NSMR.stl,3136,3136,0,-0.07383381575345993,-2.944422721862793,0.40682733058929443,0.026307694613933563,-2.596827507019043,0.5370016098022461,0.1001415103673935,0.34759521484375,0.13017427921295166
MCR,MCR,muscle/pharynx-muscle,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/MCR.stl,3904,3904,0,-0.08455333113670349,-3.06466007232666,0.4437296390533447,0.025168627500534058,-2.8489763736724854,0.5634598731994629,0.10972195863723755,0.2156836986541748,0.11973023414611816
MCL,MCL,muscle/pharynx-muscle,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/MCL.stl,3904,3904,0,-0.06590254604816437,-3.064659833908081,0.4437296390533447,0.04381939023733139,-2.8489763736724854,0.5634599328041077,0.10972193628549576,0.2156834602355957,0.11973029375076294
OLQDR,OLQDR,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/OLQDR.stl,3136,3136,0,-0.08746828138828278,-3.4917027950286865,0.48536109924316406,-0.03786749765276909,-2.740976095199585,0.6118018627166748,0.04960078373551369,0.7507266998291016,0.12644076347351074
NSML,NSML,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/NSML.stl,3136,3136,0,-0.0636487752199173,-2.944422721862793,0.406827449798584,0.03649274259805679,-2.596827507019043,0.5370016694068909,0.10014151781797409,0.34759521484375,0.13017421960830688
IL1DR,IL1DR,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/IL1DR.stl,756,756,0,-0.09499231725931168,-3.4108192920684814,0.4852352738380432,-0.024823028594255447,-2.724388599395752,0.6138290762901306,0.07016928493976593,0.6864306926727295,0.1285938024520874
AVL,AVL,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/AVL.stl,8384,8384,0,-0.13383089005947113,-2.7548861503601074,-0.6700575351715088,0.04931662976741791,3.961076021194458,0.5334691405296326,0.18314751982688904,6.7159624099731445,1.2035267353057861
IL1DL,IL1DL,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/IL1DL.stl,756,756,0,-0.017895201221108437,-3.4108192920684814,0.4852352738380432,0.05227408558130264,-2.724388599395752,0.6138290762901306,0.07016928493976593,0.6864306926727295,0.1285938024520874
IL1VL,IL1VL,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/IL1VL.stl,2752,2752,0,-0.004066361114382744,-3.492910146713257,0.3872928023338318,0.047274425625801086,-2.733279228210449,0.5682153105735779,0.05134078860282898,0.7596309185028076,0.1809225082397461
IL1L,IL1L,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/IL1L.stl,3648,3648,0,0.0052907876670360565,-3.4939277172088623,0.4163268506526947,0.08069748431444168,-2.7231812477111816,0.5915651917457581,0.07540670037269592,0.7707464694976807,0.17523834109306335
OLQDL,OLQDL,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/OLQDL.stl,3136,3136,0,-0.004850719124078751,-3.4917027950286865,0.4853610694408417,0.04475004971027374,-2.740976095199585,0.61180180311203,0.04960076883435249,0.7507266998291016,0.12644073367118835
OLQVL,OLQVL,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/OLQVL.stl,2624,2624,0,-0.004066351801156998,-3.492910623550415,0.3983180522918701,0.05543072521686554,-2.733130693435669,0.5682154297828674,0.05949707701802254,0.7597799301147461,0.16989737749099731
GLRVR,GLRVR,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/GLRVR.stl,2240,2240,0,-0.09001397341489792,-3.4929099082946777,0.37597963213920593,-0.03865189105272293,-2.6883533000946045,0.568215012550354,0.05136208236217499,0.8045566082000732,0.19223538041114807
GLRDR,GLRDR,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/GLRDR.stl,2496,2496,0,-0.09617839008569717,-3.49162220954895,0.4804713726043701,-0.03802931681275368,-2.695462942123413,0.6118018627166748,0.0581490732729435,0.7961592674255371,0.1313304901123047
GLRR,GLRR,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/GLRR.stl,2752,2752,0,-0.1234157383441925,-3.4939277172088623,0.4206238090991974,-0.04800902307033539,-2.6960480213165283,0.591564953327179,0.07540671527385712,0.797879695892334,0.17094114422798157
GLRL,GLRL,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/GLRL.stl,2752,2752,0,0.005290785804390907,-3.4939277172088623,0.42062386870384216,0.08069752156734467,-2.6960480213165283,0.5915650129318237,0.07540673762559891,0.797879695892334,0.17094114422798157
GLRDL,GLRDL,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/GLRDL.stl,2496,2496,0,-0.004688937216997147,-3.49162220954895,0.48047131299972534,0.053460150957107544,-2.695462942123413,0.61180180311203,0.05814908817410469,0.7961592674255371,0.1313304901123047
GLRVL,GLRVL,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/GLRVL.stl,2240,2240,0,-0.004066359251737595,-3.492910146713257,0.3759797513484955,0.04729573428630829,-2.6883535385131836,0.5682151317596436,0.05136209353804588,0.8045566082000732,0.19223538041114807
ccDR,ccDR,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/ccDR.stl,1920,1920,0,-0.14895349740982056,1.6828147172927856,0.3884817957878113,-0.11035560816526413,1.7594019174575806,0.42778122425079346,0.03859788924455643,0.07658720016479492,0.03929942846298218
ccDL,ccDL,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/ccDL.stl,1920,1920,0,0.05851446092128754,2.22033953666687,0.2658136188983917,0.09711235761642456,2.2940852642059326,0.3106062114238739,0.038597896695137024,0.0737457275390625,0.04479259252548218
ccPL,ccPL,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/ccPL.stl,1920,1920,0,0.03698863089084625,0.057214125990867615,-0.4396125376224518,0.07558652758598328,0.12952370941638947,-0.39238330721855164,0.038597896695137024,0.07230958342552185,0.047229230403900146
ccAL,ccAL,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/ccAL.stl,1920,1920,0,0.03888590261340141,-0.035797979682683945,-0.4822836220264435,0.07748380303382874,0.03689700737595558,-0.43563684821128845,0.03859790042042732,0.07269498705863953,0.04664677381515503
