name,input_path,output_path,status,used_meshfix,error,vertices_before,faces_before,watertight_before,winding_before,euler_before,volume_before,components_before,degenerate_removed,tiny_components_removed,vertices_after,faces_after,watertight_after,winding_after,euler_after,volume_after,components_after
Sp_neck_P_4R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_neck_P_4R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_neck_P_4R.stl,ok,False,,7296,2432,False,True,2432,1.3891005793443592e-05,2432,0,0,1218,2432,True,True,2,1.3891005793443592e-05,
Sp_bag_P_1V,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_1V.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_P_1V.stl,ok,False,,18432,6144,False,True,6144,9.60301519829536e-05,6144,0,0,3074,6144,True,True,2,9.60301519829536e-05,
Sp_bag_P_2R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_2R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_P_2R.stl,ok,True,,3648,1216,False,True,1216,-0.00015228146246844983,1216,0,0,610,1216,True,True,2,0.00015228146246844983,
Sp_bag_P_3V,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_3V.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_P_3V.stl,ok,False,,3648,1216,False,True,1216,0.0002700827113986911,1216,0,0,610,1216,True,True,2,0.0002700827113986911,
Sp_bag_P_1D,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_1D.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_P_1D.stl,ok,False,,18432,6144,False,True,6144,8.918269795896902e-05,6144,0,0,3074,6144,True,True,2,8.918269795896902e-05,
Sp_bag_P_1R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_1R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_P_1R.stl,ok,False,,18432,6144,False,True,6144,9.481322216809122e-05,6144,0,0,3074,6144,True,True,2,9.481322216809122e-05,
Sp_bag_P_1L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_1L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_P_1L.stl,ok,False,,18432,6144,False,True,6144,9.563587551870024e-05,6144,0,0,3074,6144,True,True,2,9.563587551870024e-05,
Sp_bag_P_2D,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_2D.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_P_2D.stl,ok,False,,3648,1216,False,True,1216,0.00014694207468463107,1216,0,0,610,1216,True,True,2,0.00014694207468463107,
Sp_bag_P_2L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_2L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_P_2L.stl,ok,False,,3648,1216,False,True,1216,0.0001500250579780408,1216,0,0,610,1216,True,True,2,0.0001500250579780408,
Sp_bag_P_2V,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_2V.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_P_2V.stl,ok,False,,3648,1216,False,True,1216,0.00015440124469209672,1216,0,0,610,1216,True,True,2,0.00015440124469209672,
Sp_bag_P_3D,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_3D.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_P_3D.stl,ok,False,,3648,1216,False,True,1216,0.00026331715889480253,1216,0,0,610,1216,True,True,2,0.00026331715889480253,
Sp_bag_P_3L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_3L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_P_3L.stl,ok,False,,3648,1216,False,True,1216,0.0002649085770250428,1216,0,0,610,1216,True,True,2,0.0002649085770250428,
Sp_bag_P_3R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_3R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_P_3R.stl,ok,True,,3648,1216,False,True,1216,-0.00026328882757162,1216,0,0,610,1216,True,True,2,0.0002632888275716201,
Sp_bag_P_4D,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_4D.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_P_4D.stl,ok,False,,3648,1216,False,True,1216,0.0003387085139891601,1216,0,0,610,1216,True,True,2,0.0003387085139891601,
Sp_bag_P_4L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_4L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_P_4L.stl,ok,False,,3648,1216,False,True,1216,0.000338187801508976,1216,0,0,610,1216,True,True,2,0.000338187801508976,
Sp_bag_P_4V,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_4V.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_P_4V.stl,ok,False,,3648,1216,False,True,1216,0.0003440305762623748,1216,0,0,610,1216,True,True,2,0.0003440305762623748,
Sp_bag_A_4V,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_4V.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_A_4V.stl,ok,False,,3648,1216,False,True,1216,0.0002154077902010656,1216,0,0,610,1216,True,True,2,0.0002154077902010656,
Sp_bag_A_4R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_4R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_A_4R.stl,ok,False,,3648,1216,False,True,1216,0.00021174946211161236,1216,0,0,610,1216,True,True,2,0.00021174946211161236,
Sp_bag_A_4D,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_4D.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_A_4D.stl,ok,False,,3648,1216,False,True,1216,0.00021207548216911715,1216,0,0,610,1216,True,True,2,0.00021207548216911715,
Sp_bag_A_3L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_3L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_A_3L.stl,ok,True,,3648,1216,False,True,1216,-0.0001648529798275952,1216,0,0,610,1216,True,True,2,0.00016485297982759512,
Sp_bag_A_3R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_3R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_A_3R.stl,ok,False,,3648,1216,False,True,1216,0.00016586714417080538,1216,0,0,610,1216,True,True,2,0.00016586714417080538,
Sp_bag_A_3D,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_3D.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_A_3D.stl,ok,False,,3648,1216,False,True,1216,0.00016487074180185842,1216,0,0,610,1216,True,True,2,0.00016487074180185842,
Sp_bag_A_2V,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_2V.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_A_2V.stl,ok,False,,3648,1216,False,True,1216,9.667522740700815e-05,1216,0,0,610,1216,True,True,2,9.667522740700815e-05,
Sp_bag_A_2R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_2R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_A_2R.stl,ok,False,,3648,1216,False,True,1216,9.39351697691399e-05,1216,0,0,610,1216,True,True,2,9.39351697691399e-05,
Sp_bag_A_2D,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_2D.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_A_2D.stl,ok,False,,3648,1216,False,True,1216,9.200482559053997e-05,1216,0,0,610,1216,True,True,2,9.200482559053997e-05,
Sp_bag_A_1R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_1R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_A_1R.stl,ok,False,,18432,6144,False,True,6144,5.988046739473889e-05,6144,0,0,3074,6144,True,True,2,5.988046739473889e-05,
Sp_bag_A_1L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_1L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_A_1L.stl,ok,False,,18432,6144,False,True,6144,5.9365380220382494e-05,6144,0,0,3074,6144,True,True,2,5.9365380220382494e-05,
Sp_bag_A_1D,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_1D.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_A_1D.stl,ok,False,,18432,6144,False,True,6144,5.5839938996557225e-05,6144,0,0,3074,6144,True,True,2,5.5839938996557225e-05,
Sp_bag_A_3V,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_3V.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_A_3V.stl,ok,False,,3648,1216,False,True,1216,0.0001691068156481143,1216,0,0,610,1216,True,True,2,0.0001691068156481143,
Sp_bag_A_2L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_2L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_A_2L.stl,ok,True,,3648,1216,False,True,1216,-9.534794989462907e-05,1216,0,0,610,1216,True,True,2,9.534794989462907e-05,
Sp_bag_A_1V,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_1V.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_A_1V.stl,ok,False,,18432,6144,False,True,6144,6.012732344808086e-05,6144,0,0,3074,6144,True,True,2,6.012732344808086e-05,
Sp_neck_A_4L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_neck_A_4L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_neck_A_4L.stl,ok,False,,7296,2432,False,True,2432,8.697573405082483e-06,2432,0,0,1218,2432,True,True,2,8.697573405082483e-06,
Sp_neck_A_2L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_neck_A_2L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_neck_A_2L.stl,ok,False,,7104,2368,False,True,2368,8.491484415516103e-06,2368,0,0,1186,2368,True,True,2,8.491484415516103e-06,
Sp_neck_A_3R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_neck_A_3R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_neck_A_3R.stl,ok,False,,7296,2432,False,True,2432,8.554713320737945e-06,2432,0,0,1218,2432,True,True,2,8.554713320737945e-06,
Sp_neck_A_4R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_neck_A_4R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_neck_A_4R.stl,ok,False,,7296,2432,False,True,2432,8.697505395921382e-06,2432,0,0,1218,2432,True,True,2,8.697505395921382e-06,
Sp_neck_A_3L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_neck_A_3L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_neck_A_3L.stl,ok,False,,7296,2432,False,True,2432,8.554733095737201e-06,2432,0,0,1218,2432,True,True,2,8.554733095737201e-06,
Sp_neck_A_2R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_neck_A_2R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_neck_A_2R.stl,ok,False,,7104,2368,False,True,2368,8.383045621864308e-06,2368,0,0,1186,2368,True,True,2,8.383045621864308e-06,
Sp_neck_A_1L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_neck_A_1L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_neck_A_1L.stl,ok,False,,6912,2304,False,True,2304,8.659346943804396e-06,2304,0,0,1154,2304,True,True,2,8.659346943804396e-06,
Sp_neck_A_1R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_neck_A_1R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_neck_A_1R.stl,ok,False,,6912,2304,False,True,2304,8.767406458421822e-06,2304,0,0,1154,2304,True,True,2,8.767406458421822e-06,
Sp_bag_A_4L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_4L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sp_bag_A_4L.stl,ok,True,,3648,1216,False,True,1216,-0.00021464142937291898,1216,0,0,610,1216,True,True,2,0.00021464142937291898,
Gonadal_Sheath_A5D,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_A5D.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Gonadal_Sheath_A5D.stl,ok,False,,9120,3040,False,True,3040,0.0017437464433737529,3040,0,0,1522,3040,True,True,2,0.0017437464433737529,
Gonadal_Sheath_A4D,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_A4D.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Gonadal_Sheath_A4D.stl,ok,False,,6048,2016,False,True,2016,0.001558355678199355,2016,0,0,1010,2016,True,True,2,0.001558355678199355,
Gonadal_Sheath_P5D,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_P5D.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Gonadal_Sheath_P5D.stl,ok,False,,8400,2800,False,True,2800,0.002274621165664629,2800,0,0,1402,2800,True,True,2,0.002274621165664629,
Gonadal_Sheath_P4D,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_P4D.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Gonadal_Sheath_P4D.stl,ok,False,,6048,2016,False,True,2016,0.0015575467293994251,2016,0,0,1010,2016,True,True,2,0.0015575467293994251,
Gonadal_Sheath_P3L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_P3L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Gonadal_Sheath_P3L.stl,ok,False,,6624,2208,False,True,2208,0.0011070476939635467,2208,0,0,1106,2208,True,True,2,0.0011070476939635467,
Gonadal_Sheath_P2L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_P2L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Gonadal_Sheath_P2L.stl,ok,False,,8736,2912,False,True,2912,0.00031544279628794165,2912,0,0,1458,2912,True,True,2,0.00031544279628794165,
Gonadal_Sheath_P1L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_P1L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Gonadal_Sheath_P1L.stl,ok,False,,19488,6496,False,True,6496,0.005693776545278727,6496,0,0,3250,6496,True,True,2,0.005693776545278727,
Gonadal_Sheath_A3L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_A3L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Gonadal_Sheath_A3L.stl,ok,False,,5280,1760,False,True,1760,0.0016469199066342435,1760,0,0,882,1760,True,True,2,0.0016469199066342435,
Gonadal_Sheath_A2L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_A2L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Gonadal_Sheath_A2L.stl,ok,False,,6624,2208,False,True,2208,0.0007096858540298548,2208,0,0,1106,2208,True,True,2,0.0007096858540298548,
Gonadal_Sheath_A1L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_A1L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Gonadal_Sheath_A1L.stl,ok,True,,18768,6256,False,True,6256,-0.00888332767290091,6256,0,0,3130,6256,True,True,2,0.008883327672900908,
Rachis_P,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Rachis_P.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Rachis_P.stl,ok,True,,10560,3520,False,True,3520,0.01876117990883957,3520,0,0,1787,3570,True,True,2,0.018761179713422674,
Rachis_A,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Rachis_A.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Rachis_A.stl,ok,True,,9408,3136,False,True,3136,0.02862810097411568,3136,0,0,1609,3214,True,True,2,0.02862810035521283,
Gonadal_Sheath_P4V,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_P4V.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Gonadal_Sheath_P4V.stl,ok,False,,4512,1504,False,True,1504,0.0017121129114019997,1504,0,0,754,1504,True,True,2,0.0017121129114019997,
Gonadal_Sheath_P3R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_P3R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Gonadal_Sheath_P3R.stl,ok,False,,6624,2208,False,True,2208,0.001276438771412377,2208,0,0,1106,2208,True,True,2,0.001276438771412377,
Gonadal_Sheath_P2R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_P2R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Gonadal_Sheath_P2R.stl,ok,False,,8736,2912,False,True,2912,0.00032582082648688793,2912,0,0,1458,2912,True,True,2,0.00032582082648688793,
Gonadal_Sheath_P1R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_P1R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Gonadal_Sheath_P1R.stl,ok,False,,19488,6496,False,True,6496,0.006636972816998175,6496,0,0,3250,6496,True,True,2,0.006636972816998175,
Distal_Tip_Cell_P,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Distal_Tip_Cell_P.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Distal_Tip_Cell_P.stl,ok,False,,3264,1088,False,True,1088,0.00036284992927483324,1088,0,0,546,1088,True,True,2,0.00036284992927483324,
Gonadal_Sheath_A4V,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_A4V.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Gonadal_Sheath_A4V.stl,ok,False,,4512,1504,False,True,1504,0.0015177802336652701,1504,0,0,754,1504,True,True,2,0.0015177802336652701,
Gonadal_Sheath_A3R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_A3R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Gonadal_Sheath_A3R.stl,ok,False,,5280,1760,False,True,1760,0.0016314311522073674,1760,0,0,882,1760,True,True,2,0.0016314311522073674,
Gonadal_Sheath_A2R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_A2R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Gonadal_Sheath_A2R.stl,ok,False,,6624,2208,False,True,2208,0.0005512738005464437,2208,0,0,1106,2208,True,True,2,0.0005512738005464437,
Gonadal_Sheath_A1R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_A1R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Gonadal_Sheath_A1R.stl,ok,False,,18768,6256,False,True,6256,0.007174088764205046,6256,0,0,3130,6256,True,True,2,0.007174088764205046,
Distal_Tip_Cell_A,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Distal_Tip_Cell_A.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Distal_Tip_Cell_A.stl,ok,False,,3840,1280,False,True,1280,0.00020547788674119436,1280,0,0,642,1280,True,True,2,0.00020547788674119436,
vm1L_Ant,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/vm1L_Ant.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/vm1L_Ant.stl,ok,False,,1728,576,False,True,576,3.283668559678595e-06,576,0,0,290,576,True,True,2,3.283668559678595e-06,
vm2R_Ant,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/vm2R_Ant.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/vm2R_Ant.stl,ok,False,,1728,576,False,True,576,2.922882437556592e-06,576,0,0,290,576,True,True,2,2.922882437556592e-06,
vm2L_Post,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/vm2L_Post.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/vm2L_Post.stl,ok,False,,1728,576,False,True,576,2.460397173457146e-06,576,0,0,290,576,True,True,2,2.460397173457146e-06,
um1L_Post,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/um1L_Post.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/um1L_Post.stl,ok,True,,4032,1344,False,True,1344,-3.957511472335411e-05,1344,0,0,674,1344,True,True,2,3.957511472335403e-05,
um1L_Ant,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/um1L_Ant.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/um1L_Ant.stl,ok,False,,3648,1216,False,True,1216,4.721941953908768e-05,1216,0,0,610,1216,True,True,2,4.721941953908768e-05,
um1R_Post,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/um1R_Post.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/um1R_Post.stl,ok,True,,3648,1216,False,True,1216,-4.133212251063005e-05,1216,0,0,610,1216,True,True,2,4.133212251063007e-05,
um2L_Post,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/um2L_Post.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/um2L_Post.stl,ok,True,,11328,3776,False,True,3776,-0.00096924484085984,3776,0,0,1890,3776,True,True,2,0.0009692448408598382,
um2L_Ant,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/um2L_Ant.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/um2L_Ant.stl,ok,False,,11328,3776,False,True,3776,0.0010590882490444826,3776,0,0,1890,3776,True,True,2,0.0010590882490444826,
ut2_Ant,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/ut2_Ant.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/ut2_Ant.stl,ok,False,,6144,2048,False,True,2048,0.0053048572091229885,2048,0,0,1024,2048,True,True,0,0.0053048572091229885,
um2R_Ant,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/um2R_Ant.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/um2R_Ant.stl,ok,False,,11328,3776,False,True,3776,0.0011794120391238432,3776,0,0,1890,3776,True,True,2,0.0011794120391238432,
um1R_Ant,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/um1R_Ant.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/um1R_Ant.stl,ok,False,,3648,1216,False,True,1216,6.0950680062160297e-05,1216,0,0,610,1216,True,True,2,6.0950680062160297e-05,
um2R_Post,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/um2R_Post.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/um2R_Post.stl,ok,False,,11328,3776,False,True,3776,0.00100996369267744,3776,0,0,1890,3776,True,True,2,0.00100996369267744,
vulA,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/vulA.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/vulA.stl,ok,False,,3840,1280,False,True,1280,0.0006540324468026869,1280,0,0,640,1280,True,True,0,0.0006540324468026869,
vulB1,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/vulB1.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/vulB1.stl,ok,False,,3840,1280,False,True,1280,0.0003207836977498858,1280,0,0,640,1280,True,True,0,0.0003207836977498858,
vulB2,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/vulB2.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/vulB2.stl,ok,False,,3840,1280,False,True,1280,0.00022436519707778445,1280,0,0,640,1280,True,True,0,0.00022436519707778445,
vulC,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/vulC.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/vulC.stl,ok,False,,3840,1280,False,True,1280,0.00014533188619349723,1280,0,0,640,1280,True,True,0,0.00014533188619349723,
vm1R_Ant,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/vm1R_Ant.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/vm1R_Ant.stl,ok,False,,2112,704,False,True,704,3.6969088443807303e-06,704,0,0,354,704,True,True,2,3.6969088443807303e-06,
vm1R_Post,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/vm1R_Post.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/vm1R_Post.stl,ok,False,,2112,704,False,True,704,3.3363704435130648e-06,704,0,0,354,704,True,True,2,3.3363704435130648e-06,
vm1L_Post,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/vm1L_Post.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/vm1L_Post.stl,ok,False,,2112,704,False,True,704,3.3110808003428257e-06,704,0,0,354,704,True,True,2,3.3110808003428257e-06,
