name,input_path,output_path,status,used_meshfix,error,vertices_before,faces_before,watertight_before,winding_before,euler_before,volume_before,components_before,degenerate_removed,tiny_components_removed,vertices_after,faces_after,watertight_after,winding_after,euler_after,volume_after,components_after
NSML,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/NSML.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/NSML.stl,ok,False,,9408,3136,False,True,3136,1.1707352186407487e-05,3136,0,0,1570,3136,True,True,2,1.1707352186407487e-05,
IL1DR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/IL1DR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/IL1DR.stl,ok,False,,2268,756,False,True,756,1.9158842712679277e-05,756,0,0,380,756,True,True,2,1.9158842712679277e-05,
AVL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/AVL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/AVL.stl,ok,True,,25152,8384,False,True,8384,-6.081915294907499e-05,8384,0,0,4194,8384,True,True,2,6.081915294907498e-05,
IL1DL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/IL1DL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/IL1DL.stl,ok,False,,2268,756,False,True,756,1.915890443250986e-05,756,0,0,380,756,True,True,2,1.915890443250986e-05,
IL1VL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/IL1VL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/IL1VL.stl,ok,False,,8256,2752,False,True,2752,9.595162058443646e-06,2752,0,0,1378,2752,True,True,2,9.595162058443646e-06,
IL1L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/IL1L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/IL1L.stl,ok,False,,10944,3648,False,True,3648,1.4326858409153504e-05,3648,0,0,1826,3648,True,True,2,1.4326858409153504e-05,
OLQDL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/OLQDL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/OLQDL.stl,ok,True,,9408,3136,False,True,3136,-1.9312097761391397e-05,3136,0,0,1570,3136,True,True,2,1.9312097761391394e-05,
OLQVL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/OLQVL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/OLQVL.stl,ok,False,,7872,2624,False,True,2624,6.830757124003911e-06,2624,0,0,1314,2624,True,True,2,6.830757124003911e-06,
GLRVR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/GLRVR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/GLRVR.stl,ok,False,,6720,2240,False,True,2240,1.5910113435042113e-05,2240,0,0,1122,2240,True,True,2,1.5910113435042113e-05,
GLRDR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/GLRDR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/GLRDR.stl,ok,False,,7488,2496,False,True,2496,1.781879838346278e-05,2496,0,0,1250,2496,True,True,2,1.781879838346278e-05,
GLRR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/GLRR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/GLRR.stl,ok,False,,8256,2752,False,True,2752,1.7875040135159818e-05,2752,0,0,1378,2752,True,True,2,1.7875040135159818e-05,
GLRL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/GLRL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/GLRL.stl,ok,False,,8256,2752,False,True,2752,1.7875058052964997e-05,2752,0,0,1378,2752,True,True,2,1.7875058052964997e-05,
GLRDL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/GLRDL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/GLRDL.stl,ok,False,,7488,2496,False,True,2496,1.7818780072438185e-05,2496,0,0,1250,2496,True,True,2,1.7818780072438185e-05,
GLRVL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/GLRVL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/GLRVL.stl,ok,False,,6720,2240,False,True,2240,1.5910107613477074e-05,2240,0,0,1122,2240,True,True,2,1.5910107613477074e-05,
ccDR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/ccDR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/ccDR.stl,ok,False,,5760,1920,False,True,1920,5.9695092782271975e-05,1920,0,0,962,1920,True,True,2,5.9695092782271975e-05,
ccDL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/ccDL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/ccDL.stl,ok,False,,5760,1920,False,True,1920,5.969508465307811e-05,1920,0,0,962,1920,True,True,2,5.969508465307811e-05,
ccPL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/ccPL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/ccPL.stl,ok,False,,5760,1920,False,True,1920,5.969509386045135e-05,1920,0,0,962,1920,True,True,2,5.969509386045135e-05,
ccAL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/ccAL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/ccAL.stl,ok,False,,5760,1920,False,True,1920,5.969509152068894e-05,1920,0,0,962,1920,True,True,2,5.969509152068894e-05,
ccAR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/ccAR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/ccAR.stl,ok,False,,5760,1920,False,True,1920,5.969510420319987e-05,1920,0,0,962,1920,True,True,2,5.969510420319987e-05,
ccPR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/ccPR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/ccPR.stl,ok,False,,5760,1920,False,True,1920,5.447166524534414e-05,1920,0,0,962,1920,True,True,2,5.447166524534414e-05,
Head_Mesodermal_Cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Head_Mesodermal_Cell.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Head_Mesodermal_Cell.stl,ok,False,,14592,4864,False,True,4864,6.647705096294423e-05,4864,0,0,2432,4864,True,True,0,6.647705096294423e-05,
Excretory_Duct_Cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Excretory_Duct_Cell.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Excretory_Duct_Cell.stl,ok,False,,3264,1088,False,True,1088,4.319775924086166e-05,1088,0,0,546,1088,True,True,2,4.319775924086166e-05,
Excretory_Pore_Cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Excretory_Pore_Cell.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Excretory_Pore_Cell.stl,ok,False,,2880,960,False,True,960,5.906081446626048e-05,960,0,0,482,960,True,True,2,5.906081446626048e-05,
Excretory_Gland_Cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Excretory_Gland_Cell.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Excretory_Gland_Cell.stl,ok,False,,9984,3328,False,True,3328,0.00011523616137298818,3328,0,0,1664,3328,True,True,0,0.00011523616137298818,
Excretory_Cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Excretory_Cell.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Excretory_Cell.stl,ok,False,,27840,9280,False,True,9280,0.0002602361708338203,9280,0,0,4642,9280,True,True,2,0.0002602361708338203,
rect_VR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/rect_VR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/rect_VR.stl,ok,True,,2880,960,False,True,960,-3.744026629787382e-05,960,0,0,482,960,True,True,2,3.744026629787381e-05,
rect_D,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/rect_D.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/rect_D.stl,ok,False,,5184,1728,False,True,1728,7.029984642775446e-05,1728,0,0,866,1728,True,True,2,7.029984642775446e-05,
Sph_mu,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sph_mu.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Sph_mu.stl,ok,False,,13344,4448,False,True,4448,6.889812487620153e-05,4448,0,0,2224,4448,True,True,0,6.889812487620153e-05,
virR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/virR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/virR.stl,ok,False,,2496,832,False,True,832,1.7077058094496837e-05,832,0,0,418,832,True,True,2,1.7077058094496837e-05,
virL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/virL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/virL.stl,ok,False,,2496,832,False,True,832,1.704662824185459e-05,832,0,0,418,832,True,True,2,1.704662824185459e-05,
rect_VL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/rect_VL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/rect_VL.stl,ok,False,,2880,960,False,True,960,3.744023084671134e-05,960,0,0,482,960,True,True,2,3.744023084671134e-05,
mu_int_R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/mu_int_R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/mu_int_R.stl,ok,False,,20496,6832,False,True,6832,0.0005382274642528236,6832,0,0,3418,6832,True,True,2,0.0005382274642528236,
mu_int_L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/mu_int_L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/mu_int_L.stl,ok,False,,20208,6736,False,True,6736,0.0006993983222953597,6736,0,0,3370,6736,True,True,2,0.0006993983222953597,
mu_anal,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/mu_anal.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/mu_anal.stl,ok,True,,7104,2368,False,True,2368,-0.0002198419806936509,2368,0,0,1186,2368,True,True,2,0.0002198419806936509,
SIAVR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/SIAVR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/SIAVR.stl,ok,True,,19392,6464,False,True,6464,1.6564273427865e-05,6464,0,0,3234,6464,True,True,2,2.7193537821797306e-05,
SDQR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/SDQR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/SDQR.stl,ok,False,,7872,2624,False,True,2624,1.4524086730431827e-05,2624,0,0,1314,2624,True,True,2,1.4524086730431827e-05,
SDQL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/SDQL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/SDQL.stl,ok,False,,13632,4544,False,True,4544,4.630423946779682e-05,4544,0,0,2274,4544,True,True,2,4.630423946779682e-05,
BDUR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/BDUR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/BDUR.stl,ok,False,,8256,2752,False,True,2752,2.699791437754741e-05,2752,0,0,1378,2752,True,True,2,2.699791437754741e-05,
PVNR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/PVNR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/PVNR.stl,ok,False,,31680,10560,False,True,10560,5.755581483145848e-05,10560,0,0,5282,10560,True,True,2,5.755581483145848e-05,
PVWR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/PVWR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/PVWR.stl,ok,False,,6336,2112,False,True,2112,5.987102520748528e-06,2112,0,0,1058,2112,True,True,2,5.987102520748528e-06,
PVCR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/PVCR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/PVCR.stl,ok,False,,23232,7744,False,True,7744,5.5714006726520784e-05,7744,0,0,3874,7744,True,True,2,5.5714006726520784e-05,
LUAR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/LUAR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/LUAR.stl,ok,True,,5472,1824,False,True,1824,4.804700903713833e-06,1824,0,0,921,1838,True,True,2,4.8047012353241555e-06,
PVPL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/PVPL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/PVPL.stl,ok,False,,19776,6592,False,True,6592,6.136125381649076e-05,6592,0,0,3298,6592,True,True,2,6.136125381649076e-05,
RIPR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/RIPR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/RIPR.stl,ok,False,,13248,4416,False,True,4416,1.598625002050218e-05,4416,0,0,2210,4416,True,True,2,1.598625002050218e-05,
URBR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/URBR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/URBR.stl,ok,False,,5184,1728,False,True,1728,2.6961700329750505e-05,1728,0,0,866,1728,True,True,2,2.6961700329750505e-05,
AIBR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/AIBR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/AIBR.stl,ok,False,,12480,4160,False,True,4160,7.337714282594328e-06,4160,0,0,2082,4160,True,True,2,7.337714282594328e-06,
ADAR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/ADAR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/ADAR.stl,ok,True,,7872,2624,False,True,2624,4.8597174189479244e-06,2624,0,0,1314,2624,True,True,2,7.673143090654127e-06,
MI,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/MI.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/MI.stl,ok,True,,7488,2496,False,True,2496,-1.803971539736169e-05,2496,0,0,1250,2496,True,True,2,1.803971539736169e-05,
I6,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/I6.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/I6.stl,ok,False,,9792,3264,False,True,3264,2.422885223660267e-05,3264,0,0,1634,3264,True,True,2,2.422885223660267e-05,
I5,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/I5.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/I5.stl,ok,False,,36480,12160,False,True,12160,5.257067502541813e-05,12160,0,0,6076,12160,True,True,-4,5.257067502541813e-05,
I4,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/I4.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/I4.stl,ok,False,,16320,5440,False,True,5440,2.178045049112628e-05,5440,0,0,2722,5440,True,True,2,2.178045049112628e-05,
I3,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/I3.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/I3.stl,ok,True,,5568,1856,False,True,1856,-1.2368744487918478e-05,1856,0,0,930,1856,True,True,2,1.2368744487918478e-05,
I2R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/I2R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/I2R.stl,ok,False,,12096,4032,False,True,4032,1.3519474760908252e-05,4032,0,0,2018,4032,True,True,2,1.3519474760908252e-05,
I1R,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/I1R.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/I1R.stl,ok,False,,10560,3520,False,True,3520,1.4210000016783202e-05,3520,0,0,1762,3520,True,True,2,1.4210000016783202e-05,
PVNL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/PVNL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/PVNL.stl,ok,False,,37440,12480,False,True,12480,5.9844675032103326e-05,12480,0,0,6242,12480,True,True,2,5.9844675032103326e-05,
PVCL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/PVCL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/PVCL.stl,ok,False,,22464,7488,False,True,7488,5.571828490243298e-05,7488,0,0,3746,7488,True,True,2,5.571828490243298e-05,
PVQL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/PVQL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/PVQL.stl,ok,False,,24384,8128,False,True,8128,5.5492716038769025e-05,8128,0,0,4066,8128,True,True,2,5.5492716038769025e-05,
DVC,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/DVC.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/DVC.stl,ok,True,,24480,8160,False,True,8160,5.874063880146953e-05,8160,0,0,3593,7182,True,True,2,5.75691836838455e-05,
DVA,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/DVA.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/DVA.stl,ok,True,,24480,8160,False,True,8160,6.12163316296381e-05,8160,0,0,3465,6926,True,True,2,5.976323516476228e-05,
PVT,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/PVT.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/PVT.stl,ok,False,,22848,7616,False,True,7616,6.436365751775291e-05,7616,0,0,3810,7616,True,True,2,6.436365751775291e-05,
PVPR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/PVPR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/PVPR.stl,ok,False,,19008,6336,False,True,6336,5.9561509711700284e-05,6336,0,0,3170,6336,True,True,2,5.9561509711700284e-05,
PVWL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/PVWL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/PVWL.stl,ok,False,,6336,2112,False,True,2112,5.9875828913180735e-06,2112,0,0,1058,2112,True,True,2,5.9875828913180735e-06,
LUAL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/LUAL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/LUAL.stl,ok,True,,5472,1824,False,True,1824,4.8130011851906805e-06,1824,0,0,921,1838,True,True,2,4.813001467362651e-06,
PVQR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/PVQR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/PVQR.stl,ok,False,,24000,8000,False,True,8000,5.523908196393385e-05,8000,0,0,4002,8000,True,True,2,5.523908196393385e-05,
BDUL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/BDUL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/BDUL.stl,ok,False,,8256,2752,False,True,2752,2.699795534177363e-05,2752,0,0,1378,2752,True,True,2,2.699795534177363e-05,
I1L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/I1L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/I1L.stl,ok,False,,10560,3520,False,True,3520,1.4209994718658399e-05,3520,0,0,1762,3520,True,True,2,1.4209994718658399e-05,
I2L,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/I2L.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/I2L.stl,ok,False,,12096,4032,False,True,4032,1.351947368103258e-05,4032,0,0,2018,4032,True,True,2,1.351947368103258e-05,
RIVR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/RIVR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/RIVR.stl,ok,False,,9792,3264,False,True,3264,7.501194128853838e-06,3264,0,0,1634,3264,True,True,2,7.501194128853838e-06,
AVJR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/AVJR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/AVJR.stl,ok,False,,22080,7360,False,True,7360,5.878627534633695e-05,7360,0,0,3682,7360,True,True,2,5.878627534633695e-05,
RICR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/RICR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/RICR.stl,ok,True,,9888,3296,False,True,3296,5.111108707189059e-06,3296,0,0,1161,2318,True,True,2,4.139180648771925e-06,
SIBVR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/SIBVR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/SIBVR.stl,ok,True,,25632,8544,False,True,8544,2.750441290142873e-05,8544,0,0,2889,5774,True,True,2,2.420243365104197e-05,
SIADR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/SIADR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/SIADR.stl,ok,True,,19872,6624,False,True,6624,3.1666157868727515e-05,6624,0,0,2249,4494,True,True,2,3.531859241970249e-05,
AIAR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/AIAR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/AIAR.stl,ok,False,,5568,1856,False,True,1856,5.225934500022157e-06,1856,0,0,930,1856,True,True,2,5.225934500022157e-06,
SAADL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/SAADL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/SAADL.stl,ok,True,,14496,4832,False,True,4832,8.427686821217156e-06,4832,0,0,1481,2958,True,True,2,5.392249476598648e-06,
RIBR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/RIBR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/RIBR.stl,ok,False,,12480,4160,False,True,4160,3.854077170353747e-06,4160,0,0,2082,4160,True,True,2,3.854077170353747e-06,
AVKR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/AVKR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/AVKR.stl,ok,True,,24864,8288,False,True,8288,5.86883508558242e-05,8288,0,0,3081,6158,True,True,2,5.3369804731804844e-05,
AVKL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/AVKL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/AVKL.stl,ok,True,,24864,8288,False,True,8288,5.862177877991926e-05,8288,0,0,3081,6158,True,True,2,5.3021808559981e-05,
AVFL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/AVFL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/AVFL.stl,ok,False,,25152,8384,False,True,8384,6.615885853865484e-05,8384,0,0,4194,8384,True,True,2,6.615885853865484e-05,
AVFR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/AVFR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/AVFR.stl,ok,False,,25536,8512,False,True,8512,6.631859165625089e-05,8512,0,0,4258,8512,True,True,2,6.631859165625089e-05,
AVAR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/AVAR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/AVAR.stl,ok,True,,22176,7392,False,True,7392,5.529531795321339e-05,7392,0,0,3081,6158,True,True,2,5.335194159019986e-05,
AVBR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/AVBR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/AVBR.stl,ok,True,,25728,8576,False,True,8576,5.98367875279229e-05,8576,0,0,3081,6158,True,True,2,5.2998487719330996e-05,
AVDL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/AVDL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/AVDL.stl,ok,True,,22176,7392,False,True,7392,5.844461264219695e-05,7392,0,0,3081,6158,True,True,2,5.338427751958141e-05,
AVBL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/AVBL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/AVBL.stl,ok,True,,25728,8576,False,True,8576,5.995185056434393e-05,8576,0,0,3081,6158,True,True,2,5.301956949495644e-05,
AVAL,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/AVAL.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/AVAL.stl,ok,True,,22176,7392,False,True,7392,5.564604384244331e-05,7392,0,0,3081,6158,True,True,2,5.34379645660104e-05,
AVDR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/AVDR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/AVDR.stl,ok,True,,22176,7392,False,True,7392,5.821217584148109e-05,7392,0,0,3081,6158,True,True,2,5.3432787569941954e-05,
SAADR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/SAADR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/SAADR.stl,ok,True,,14496,4832,False,True,4832,8.151632702694981e-06,4832,0,0,1481,2958,True,True,2,5.392180635333447e-06,
RIR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/RIR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/RIR.stl,ok,True,,10176,3392,False,True,3392,-4.86883188727703e-06,3392,0,0,1698,3392,True,True,2,4.868831887277032e-06,
SIBDR,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/SIBDR.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/SIBDR.stl,ok,True,,20256,6752,False,True,6752,-4.728089735896013e-05,6752,0,0,2057,4110,True,True,2,4.384180089196197e-05,
AVER,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/AVER.stl,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/AVER.stl,ok,False,,13248,4416,False,True,4416,2.6696912582732235e-05,4416,0,0,2210,4416,True,True,2,2.6696912582732235e-05,
