# modelled photon spectrum; not an instrument measurement
# energy_keV,probability
1.000000,1.16273749183e-06
1.250000,0.000212303348632
1.500000,0.00195465214059
1.750000,0.00579565081766
2.000000,0.0101021895241
2.250000,0.0136223551903
2.500000,0.0159261871113
2.750000,0.0171869273025
3.000000,0.0176977102643
3.250000,0.0176374137682
3.500000,0.0173071210879
3.750000,0.0168183609227
4.000000,0.0162437326278
4.250000,0.0156834945682
4.500000,0.015089145592
4.750000,0.0144872269365
5.000000,0.0138939710954
5.250000,0.0133044351642
5.500000,0.0127440840888
5.750000,0.0122137165037
6.000000,0.0117130166696
6.250000,0.0112374517178
6.500000,0.0107903653099
6.750000,0.0103699055044
7.000000,0.00997424022588
7.250000,0.00960160492205
7.500000,0.00925032899907
7.750000,0.00891884871079
8.000000,0.00860571150381
8.250000,0.00830791938255
8.500000,0.193291729759
8.750000,0.00775960574649
9.000000,0.00750675453171
9.250000,0.0072667293847
9.500000,0.00703861282422
9.750000,0.109243829118
10.000000,0.0401607890836
10.250000,0.00641656054078
10.500000,0.0062274678717
10.750000,0.0060469384077
11.000000,0.00587440802723
11.250000,0.0206533640976
11.500000,0.00555132349908
11.750000,0.00539986225084
12.000000,0.00525457765216
12.250000,0.00511510187402
12.500000,0.00498109553909
12.750000,0.00485224504073
13.000000,0.00472826015741
13.250000,0.0046088719257
13.500000,0.00449383073988
13.750000,0.00438290465064
14.000000,0.00427587783912
14.250000,0.0041725492457
14.500000,0.00407273133558
14.750000,0.00397624898567
15.000000,0.00388293847904
15.250000,0.00379238385415
15.500000,0.00370473252624
15.750000,0.00361984710061
16.000000,0.00353759871602
16.250000,0.00345786639237
16.500000,0.00338053643734
16.750000,0.00330550190582
17.000000,0.00323266210678
17.250000,0.00316192215274
17.500000,0.0030931925476
17.750000,0.00302638880915
18.000000,0.00296143112286
18.250000,0.00289824402391
18.500000,0.0028367561049
18.750000,0.0027768997468
19.000000,0.00271861087107
19.250000,0.0026618287109
19.500000,0.00260649560006
19.750000,0.00255255677763
20.000000,0.00249996020733
20.250000,0.00244859161266
20.500000,0.00239847340808
20.750000,0.00234956047218
21.000000,0.00230180982918
21.250000,0.00225518052284
21.500000,0.00220963349922
21.750000,0.00216513149747
22.000000,0.00212163894809
22.250000,0.00207912187802
22.500000,0.00203754782207
22.750000,0.00199688574015
23.000000,0.00195710593993
23.250000,0.00191818000445
23.500000,0.00188008072439
23.750000,0.00184278203455
24.000000,0.00180625895437
24.250000,0.00177048753205
24.500000,0.00173544479214
24.750000,0.00170110868629
25.000000,0.00166745804696
25.250000,0.00163447254384
25.500000,0.00160213264286
25.750000,0.00157041956759
26.000000,0.00153931526288
26.250000,0.00150880236051
26.500000,0.00147886414684
26.750000,0.00144948453226
27.000000,0.00142064802235
27.250000,0.00139233969057
27.500000,0.00136454515249
27.750000,0.00133725054142
28.000000,0.00131044248531
28.250000,0.00128410808484
28.500000,0.00125823489281
28.750000,0.00123281089439
29.000000,0.00120782448859
29.250000,0.00118326447055
29.500000,0.00115912001479
29.750000,0.00113538065928
30.000000,0.0011120362903
30.250000,0.00108906954373
30.500000,0.00106647897304
30.750000,0.00104425540871
31.000000,0.00102238997684
31.250000,0.00100087408738
31.500000,0.000979699422838
31.750000,0.000958857927586
32.000000,0.000938341797605
32.250000,0.000918143470749
32.500000,0.000898255617449
32.750000,0.000878671131833
33.000000,0.00085938312326
33.250000,0.000840384908229
33.500000,0.000821670002656
33.750000,0.000803232114488
34.000000,0.000785065136648
34.250000,0.000767163140284
34.500000,0.000749520368318
34.750000,0.000732131229266
35.000000,0.000714990291326
35.250000,0.000698092276722
35.500000,0.000681432056278
35.750000,0.000665004644225
36.000000,0.000648805193226
36.250000,0.000632828989602
36.500000,0.000617071448757
36.750000,0.000601528110789
37.000000,0.000586194636279
37.250000,0.00057106680225
37.500000,0.000556140498287
37.750000,0.000541411722809
38.000000,0.000526876579494
38.250000,0.000512531273837
38.500000,0.00049837210985
38.750000,0.000484395486878
39.000000,0.000470597896552
39.250000,0.000456975919847
39.500000,0.000443526224257
39.750000,0.000430245561074
40.000000,0.000417130762772
40.250000,0.000404178232164
40.500000,0.000391385501834
40.750000,0.00037874963193
41.000000,0.000366267754278
41.250000,0.000353937070214
41.500000,0.000341754848493
41.750000,0.000329718423262
42.000000,0.000317825192127
42.250000,0.000306072614264
42.500000,0.000294458208616
42.750000,0.000282979552145
43.000000,0.000271634278142
43.250000,0.000260420074603
43.500000,0.000249334682659
43.750000,0.000238375895051
44.000000,0.000227541554673
44.250000,0.00021682955315
44.500000,0.000206237829471
44.750000,0.000195764368665
45.000000,0.000185407200526
45.250000,0.000175164398374
45.500000,0.00016503407786
45.750000,0.000155014395809
46.000000,0.000145103549103
46.250000,0.000135299773597
46.500000,0.000125601343074
46.750000,0.000116006568228
47.000000,0.000106513795685
47.250000,9.7121407052e-05
47.500000,8.78278179964e-05
47.750000,7.86314773546e-05
48.000000,6.95308662687e-05
48.250000,6.05244973497e-05
48.500000,5.16109138665e-05
48.750000,4.27886889603e-05
49.000000,3.40564248825e-05
49.250000,2.54127522562e-05
49.500000,1.68563293598e-05
49.750000,8.38584143241e-06
