object_name,safe_name,category_guess,stl_path,raw_triangles,exported_triangles,skipped_degenerate,min_x,min_y,min_z,max_x,max_y,max_z,span_x,span_y,span_z,clean_status,clean_error,cleaned_stl_path,before_vertices,before_edges_counted,before_faces,before_triangles,before_boundary_edges,before_nonmanifold_edges,before_degenerate_faces,before_loose_vertices,before_signed_volume,before_volume_abs,before_watertight_edge_test,after_vertices,after_edges_counted,after_faces,after_triangles,after_boundary_edges,after_nonmanifold_edges,after_degenerate_faces,after_loose_vertices,after_signed_volume,after_volume_abs,after_watertight_edge_test,delta_vertices,delta_faces,delta_boundary_edges,delta_nonmanifold_edges,delta_degenerate_faces
Sp_bag_P_1D,Sp_bag_P_1D,other-cell/anatomy,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_1D.stl,6144,6144,0,-0.13271686434745789,1.6495997905731201,0.1543215960264206,-0.04842862859368324,1.7053582668304443,0.20618031919002533,0.08428823947906494,0.05575847625732422,0.051858723163604736,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_P_1D.stl,3074,9216,6144,6144,0,0,0,0,8.91431061858722e-05,8.91431061858722e-05,1,3074,9216,6144,6144,0,0,0,0,8.91431061858722e-05,8.91431061858722e-05,1,0,0,0,0,0
Sp_bag_P_1R,Sp_bag_P_1R,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_1R.stl,6144,6144,0,-0.15545916557312012,1.6542097330093384,0.09947402775287628,-0.10281702876091003,1.7112749814987183,0.1934807300567627,0.05264213681221008,0.05706524848937988,0.09400670230388641,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_P_1R.stl,3074,9216,6144,6144,0,0,0,0,9.480099559618477e-05,9.480099559618477e-05,1,3074,9216,6144,6144,0,0,0,0,9.480099559618477e-05,9.480099559618477e-05,1,0,0,0,0,0
Sp_bag_P_1L,Sp_bag_P_1L,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_1L.stl,6144,6144,0,-0.0790807381272316,1.654250144958496,0.09946388751268387,-0.02706974931061268,1.711685061454773,0.1943141371011734,0.05201099067926407,0.057434916496276855,0.09485024958848953,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_P_1L.stl,3074,9216,6144,6144,0,0,0,0,9.562662567634082e-05,9.562662567634082e-05,1,3074,9216,6144,6144,0,0,0,0,9.562662567634082e-05,9.562662567634082e-05,1,0,0,0,0,0
Sp_bag_P_2D,Sp_bag_P_2D,other-cell/anatomy,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_2D.stl,1216,1216,0,-0.13643291592597961,1.6033529043197632,0.15331891179084778,-0.04444617033004761,1.6505887508392334,0.20840434730052948,0.091986745595932,0.047235846519470215,0.0550854355096817,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_P_2D.stl,610,1824,1216,1216,0,0,0,0,0.00014694613361617247,0.00014694613361617247,1,610,1824,1216,1216,0,0,0,0,0.00014694613361617247,0.00014694613361617247,1,0,0,0,0,0
Sp_bag_P_2L,Sp_bag_P_2L,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_2L.stl,1216,1216,0,-0.07624514400959015,1.6068722009658813,0.09511728584766388,-0.022010093554854393,1.6575233936309814,0.18486084043979645,0.05423504859209061,0.0506511926651001,0.08974355459213257,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_P_2L.stl,610,1824,1216,1216,0,0,0,0,0.00015001844235129573,0.00015001844235129573,1,610,1824,1216,1216,0,0,0,0,0.00015001844235129573,0.00015001844235129573,1,0,0,0,0,0
Sp_bag_P_2V,Sp_bag_P_2V,other-cell/anatomy,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_2V.stl,1216,1216,0,-0.13446258008480072,1.611507534980774,0.07068008184432983,-0.04707344248890877,1.661771297454834,0.12613950669765472,0.08738914132118225,0.05026376247406006,0.05545942485332489,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_P_2V.stl,610,1824,1216,1216,0,0,0,0,0.00015439678601580835,0.00015439678601580835,1,610,1824,1216,1216,0,0,0,0,0.00015439678601580835,0.00015439678601580835,1,0,0,0,0,0
Sp_bag_P_3D,Sp_bag_P_3D,other-cell/anatomy,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_3D.stl,1216,1216,0,-0.1364884227514267,1.5198487043380737,0.15757383406162262,-0.04471936821937561,1.6018333435058594,0.21425573527812958,0.09176905453205109,0.08198463916778564,0.05668190121650696,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_P_3D.stl,610,1824,1216,1216,0,0,0,0,0.00026332087777802853,0.00026332087777802853,1,610,1824,1216,1216,0,0,0,0,0.00026332087777802853,0.00026332087777802853,1,0,0,0,0,0
Sp_bag_P_3L,Sp_bag_P_3L,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_3L.stl,1216,1216,0,-0.07650969922542572,1.5225902795791626,0.09895037859678268,-0.022501381114125252,1.6063698530197144,0.19211898744106293,0.05400831997394562,0.08377957344055176,0.09316860884428024,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_P_3L.stl,610,1824,1216,1216,0,0,0,0,0.0002649106839112853,0.0002649106839112853,1,610,1824,1216,1216,0,0,0,0,0.0002649106839112853,0.0002649106839112853,1,0,0,0,0,0
Sp_bag_P_3R,Sp_bag_P_3R,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_3R.stl,1216,1216,0,-0.1588464081287384,1.5226820707321167,0.09800884127616882,-0.10504233092069626,1.6062957048416138,0.19231876730918884,0.053804077208042145,0.08361363410949707,0.09430992603302002,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_P_3R.stl,610,1824,1216,1216,0,0,0,0,-0.00026328536334100744,0.00026328536334100744,1,610,1824,1216,1216,0,0,0,0,0.00026328536334100744,0.00026328536334100744,1,0,0,0,0,0
Sp_bag_P_4D,Sp_bag_P_4D,other-cell/anatomy,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_4D.stl,1216,1216,0,-0.1370352953672409,1.4125757217407227,0.1646411269903183,-0.045895107090473175,1.5173314809799194,0.2212914377450943,0.09114018827676773,0.10475575923919678,0.056650310754776,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_P_4D.stl,610,1824,1216,1216,0,0,0,0,0.0003386984104582301,0.0003386984104582301,1,610,1824,1216,1216,0,0,0,0,0.0003386984104582301,0.0003386984104582301,1,0,0,0,0,0
Sp_bag_P_4L,Sp_bag_P_4L,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_4L.stl,1216,1216,0,-0.07636101543903351,1.4131842851638794,0.1063922867178917,-0.022273840382695198,1.5200610160827637,0.19827580451965332,0.05408717691898346,0.10687673091888428,0.09188351780176163,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_P_4L.stl,610,1824,1216,1216,0,0,0,0,0.00033818448127457607,0.00033818448127457607,1,610,1824,1216,1216,0,0,0,0,0.00033818448127457607,0.00033818448127457607,1,0,0,0,0,0
Sp_bag_P_4V,Sp_bag_P_4V,other-cell/anatomy,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_P_4V.stl,1216,1216,0,-0.1345745474100113,1.4150301218032837,0.08235197514295578,-0.04638741537928581,1.5227805376052856,0.13915403187274933,0.08818712830543518,0.10775041580200195,0.05680205672979355,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_P_4V.stl,610,1824,1216,1216,0,0,0,0,0.00034401886846661397,0.00034401886846661397,1,610,1824,1216,1216,0,0,0,0,0.00034401886846661397,0.00034401886846661397,1,0,0,0,0,0
Sp_bag_A_4V,Sp_bag_A_4V,other-cell/anatomy,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_4V.stl,1216,1216,0,0.029313206672668457,-0.3715251684188843,-0.5366537570953369,0.11750034242868423,-0.30287331342697144,-0.47245797514915466,0.08818713575601578,0.06865185499191284,0.06419578194618225,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_A_4V.stl,610,1824,1216,1216,0,0,0,0,0.00021541116078083194,0.00021541116078083194,1,610,1824,1216,1216,0,0,0,0,0.00021541116078083194,0.00021541116078083194,1,0,0,0,0,0
Sp_bag_A_4R,Sp_bag_A_4R,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_4R.stl,1216,1216,0,0.005199633538722992,-0.37455591559410095,-0.5125020742416382,0.05928681045770645,-0.30493971705436707,-0.4138592481613159,0.05408717691898346,0.06961619853973389,0.09864282608032227,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_A_4R.stl,610,1824,1216,1216,0,0,0,0,0.00021174850367700106,0.00021174850367700106,1,610,1824,1216,1216,0,0,0,0,0.00021174850367700106,0.00021174850367700106,1,0,0,0,0,0
Sp_bag_A_4D,Sp_bag_A_4D,other-cell/anatomy,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_4D.stl,1216,1216,0,0.02882089838385582,-0.3760988116264343,-0.454522967338562,0.11996109038591385,-0.3091260492801666,-0.39062386751174927,0.09114019572734833,0.0669727623462677,0.06389909982681274,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_A_4D.stl,610,1824,1216,1216,0,0,0,0,0.00021207706229494302,0.00021207706229494302,1,610,1824,1216,1216,0,0,0,0,0.00021207706229494302,0.00021207706229494302,1,0,0,0,0,0
Sp_bag_A_3L,Sp_bag_A_3L,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_3L.stl,1216,1216,0,0.08796811103820801,-0.42699092626571655,-0.5256308317184448,0.14177218079566956,-0.37306761741638184,-0.4265519082546234,0.05380406975746155,0.05392330884933472,0.09907892346382141,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_A_3L.stl,610,1824,1216,1216,0,0,0,0,-0.00016486547732815382,0.00016486547732815382,1,610,1824,1216,1216,0,0,0,0,0.00016486547732815382,0.00016486547732815382,1,0,0,0,0,0
Sp_bag_A_3R,Sp_bag_A_3R,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_3R.stl,1216,1216,0,0.005427170544862747,-0.4270533323287964,-0.5248215794563293,0.059435486793518066,-0.3730545938014984,-0.4266436994075775,0.05400831624865532,0.053998738527297974,0.09817788004875183,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_A_3R.stl,610,1824,1216,1216,0,0,0,0,0.0001658667846176815,0.0001658667846176815,1,610,1824,1216,1216,0,0,0,0,0.0001658667846176815,0.0001658667846176815,1,0,0,0,0,0
Sp_bag_A_3D,Sp_bag_A_3D,other-cell/anatomy,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_3D.stl,1216,1216,0,0.027645159512758255,-0.4280025064945221,-0.46628686785697937,0.11941421777009964,-0.3759498596191406,-0.40425196290016174,0.09176905453205109,0.05205264687538147,0.06203490495681763,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_A_3D.stl,610,1824,1216,1216,0,0,0,0,0.0001648720035187053,0.0001648720035187053,1,610,1824,1216,1216,0,0,0,0,0.0001648720035187053,0.0001648720035187053,1,0,0,0,0,0
Sp_bag_A_2V,Sp_bag_A_2V,other-cell/anatomy,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_2V.stl,1216,1216,0,0.029999230057001114,-0.4568401873111725,-0.5560472011566162,0.11738836765289307,-0.42536425590515137,-0.49783945083618164,0.08738914132118225,0.03147593140602112,0.05820775032043457,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_A_2V.stl,610,1824,1216,1216,0,0,0,0,9.666800381561814e-05,9.666800381561814e-05,1,610,1824,1216,1216,0,0,0,0,9.666800381561814e-05,9.666800381561814e-05,1,0,0,0,0,0
Sp_bag_A_2R,Sp_bag_A_2R,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_2R.stl,1216,1216,0,0.004935882985591888,-0.4573211967945099,-0.5312881469726562,0.059170935302972794,-0.4263465106487274,-0.4393081068992615,0.054235052317380905,0.03097468614578247,0.09198004007339478,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_A_2R.stl,610,1824,1216,1216,0,0,0,0,9.393661284799238e-05,9.393661284799238e-05,1,610,1824,1216,1216,0,0,0,0,9.393661284799238e-05,9.393661284799238e-05,1,0,0,0,0,0
Sp_bag_A_2D,Sp_bag_A_2D,other-cell/anatomy,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_2D.stl,1216,1216,0,0.027371957898139954,-0.45766744017601013,-0.47299501299858093,0.11935870349407196,-0.4282214641571045,-0.41527125239372253,0.091986745595932,0.02944597601890564,0.0577237606048584,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_A_2D.stl,610,1824,1216,1216,0,0,0,0,9.200346646546545e-05,9.200346646546545e-05,1,610,1824,1216,1216,0,0,0,0,9.200346646546545e-05,9.200346646546545e-05,1,0,0,0,0,0
Sp_bag_A_1R,Sp_bag_A_1R,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_1R.stl,6144,6144,0,0.009995538741350174,-0.49329400062561035,-0.5256936550140381,0.06200651824474335,-0.4575483202934265,-0.43633782863616943,0.05201097950339317,0.03574568033218384,0.08935582637786865,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_A_1R.stl,3074,9216,6144,6144,0,0,0,0,5.988251654442816e-05,5.988251654442816e-05,1,3074,9216,6144,6144,0,0,0,0,5.988251654442816e-05,5.988251654442816e-05,1,0,0,0,0,0
Sp_bag_A_1L,Sp_bag_A_1L,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_1L.stl,6144,6144,0,0.08574281632900238,-0.49310195446014404,-0.5256052613258362,0.13838495314121246,-0.4575231969356537,-0.4367114007472992,0.05264213681221008,0.035578757524490356,0.08889386057853699,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_A_1L.stl,3074,9216,6144,6144,0,0,0,0,5.9348447646989675e-05,5.9348447646989675e-05,1,3074,9216,6144,6144,0,0,0,0,5.9348447646989675e-05,5.9348447646989675e-05,1,0,0,0,0,0
Sp_bag_A_1D,Sp_bag_A_1D,other-cell/anatomy,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_1D.stl,6144,6144,0,0.03135441988706589,-0.49290379881858826,-0.4707202911376953,0.11564265191555023,-0.45789045095443726,-0.4198143780231476,0.08428823202848434,0.035013347864151,0.05090591311454773,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_A_1D.stl,3074,9216,6144,6144,0,0,0,0,5.5855776094423495e-05,5.5855776094423495e-05,1,3074,9216,6144,6144,0,0,0,0,5.5855776094423495e-05,5.5855776094423495e-05,1,0,0,0,0,0
Sp_bag_A_3V,Sp_bag_A_3V,other-cell/anatomy,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_3V.stl,1216,1216,0,0.027809277176856995,-0.42507806420326233,-0.5481275916099548,0.11826527863740921,-0.37154194712638855,-0.48585817217826843,0.09045600146055222,0.05353611707687378,0.0622694194316864,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_A_3V.stl,610,1824,1216,1216,0,0,0,0,0.00016911464363644774,0.00016911464363644774,1,610,1824,1216,1216,0,0,0,0,0.00016911464363644774,0.00016911464363644774,1,0,0,0,0,0
Sp_bag_A_2L,Sp_bag_A_2L,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_2L.stl,1216,1216,0,0.08790208399295807,-0.457332968711853,-0.5327799320220947,0.14176030457019806,-0.4262944757938385,-0.43723762035369873,0.05385822057723999,0.031038492918014526,0.095542311668396,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_A_2L.stl,610,1824,1216,1216,0,0,0,0,-9.53477962220006e-05,9.53477962220006e-05,1,610,1824,1216,1216,0,0,0,0,9.53477962220006e-05,9.53477962220006e-05,1,0,0,0,0,0
Sp_bag_A_1V,Sp_bag_A_1V,other-cell/anatomy,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_1V.stl,6144,6144,0,0.032406408339738846,-0.49315330386161804,-0.5482082962989807,0.11435204744338989,-0.45744648575782776,-0.47381392121315,0.08194564282894135,0.03570681810379028,0.07439437508583069,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_A_1V.stl,3074,9216,6144,6144,0,0,0,0,6.0125015248378906e-05,6.0125015248378906e-05,1,3074,9216,6144,6144,0,0,0,0,6.0125015248378906e-05,6.0125015248378906e-05,1,0,0,0,0,0
Sp_neck_A_4L,Sp_neck_A_4L,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_neck_A_4L.stl,2432,2432,0,0.07506102323532104,-0.5063068866729736,-0.490253210067749,0.1059386134147644,-0.49352994561195374,-0.42970970273017883,0.03087759017944336,0.012776941061019897,0.06054350733757019,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_neck_A_4L.stl,1218,3648,2432,2432,0,0,0,0,8.695469906783209e-06,8.695469906783209e-06,1,1218,3648,2432,2432,0,0,0,0,8.695469906783209e-06,8.695469906783209e-06,1,0,0,0,0,0
Sp_neck_A_2L,Sp_neck_A_2L,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_neck_A_2L.stl,2368,2368,0,0.07499946653842926,-0.5268487334251404,-0.4941740930080414,0.10592184215784073,-0.5134928226470947,-0.43391653895378113,0.03092237561941147,0.013355910778045654,0.060257554054260254,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_neck_A_2L.stl,1186,3552,2368,2368,0,0,0,0,8.50927001335318e-06,8.50927001335318e-06,1,1186,3552,2368,2368,0,0,0,0,8.50927001335318e-06,8.50927001335318e-06,1,0,0,0,0,0
Sp_neck_A_3R,Sp_neck_A_3R,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_neck_A_3R.stl,2432,2432,0,0.041526518762111664,-0.5136727690696716,-0.4924854636192322,0.07240857183933258,-0.5011950135231018,-0.43193525075912476,0.030882053077220917,0.012477755546569824,0.06055021286010742,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_neck_A_3R.stl,1218,3648,2432,2432,0,0,0,0,8.555645675478805e-06,8.555645675478805e-06,1,1218,3648,2432,2432,0,0,0,0,8.555645675478805e-06,8.555645675478805e-06,1,0,0,0,0,0
Sp_neck_A_4R,Sp_neck_A_4R,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_neck_A_4R.stl,2432,2432,0,0.04153108224272728,-0.5063068866729736,-0.490253210067749,0.07240866124629974,-0.49352994561195374,-0.42970970273017883,0.030877579003572464,0.012776941061019897,0.06054350733757019,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_neck_A_4R.stl,1218,3648,2432,2432,0,0,0,0,8.700250548147552e-06,8.700250548147552e-06,1,1218,3648,2432,2432,0,0,0,0,8.700250548147552e-06,8.700250548147552e-06,1,0,0,0,0,0
Sp_neck_A_3L,Sp_neck_A_3L,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_neck_A_3L.stl,2432,2432,0,0.07506111264228821,-0.5136727690696716,-0.4924854636192322,0.10594318062067032,-0.5011950135231018,-0.43193525075912476,0.03088206797838211,0.012477755546569824,0.06055021286010742,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_neck_A_3L.stl,1218,3648,2432,2432,0,0,0,0,8.550790183766497e-06,8.550790183766497e-06,1,1218,3648,2432,2432,0,0,0,0,8.550790183766497e-06,8.550790183766497e-06,1,0,0,0,0,0
Sp_neck_A_2R,Sp_neck_A_2R,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_neck_A_2R.stl,2368,2368,0,0.041548095643520355,-0.5267707109451294,-0.4941978454589844,0.07235017418861389,-0.5134883522987366,-0.43393567204475403,0.030802078545093536,0.013282358646392822,0.06026217341423035,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_neck_A_2R.stl,1186,3552,2368,2368,0,0,0,0,8.387075276357873e-06,8.387075276357873e-06,1,1186,3552,2368,2368,0,0,0,0,8.387075276357873e-06,8.387075276357873e-06,1,0,0,0,0,0
Sp_neck_A_1L,Sp_neck_A_1L,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_neck_A_1L.stl,2304,2304,0,0.07499956339597702,-0.5341029763221741,-0.4965425431728363,0.1059725359082222,-0.5202559232711792,-0.43618661165237427,0.030972972512245178,0.013847053050994873,0.060355931520462036,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_neck_A_1L.stl,1154,3456,2304,2304,0,0,0,0,8.666462103216482e-06,8.666462103216482e-06,1,1154,3456,2304,2304,0,0,0,0,8.666462103216482e-06,8.666462103216482e-06,1,0,0,0,0,0
Sp_neck_A_1R,Sp_neck_A_1R,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_neck_A_1R.stl,2304,2304,0,0.041497405618429184,-0.5340985655784607,-0.4965616762638092,0.07247007638216019,-0.5201737880706787,-0.43621036410331726,0.030972670763731003,0.013924777507781982,0.06035131216049194,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_neck_A_1R.stl,1154,3456,2304,2304,0,0,0,0,8.755503280610517e-06,8.755503280610517e-06,1,1154,3456,2304,2304,0,0,0,0,8.755503280610517e-06,8.755503280610517e-06,1,0,0,0,0,0
Sp_bag_A_4L,Sp_bag_A_4L,neuron-or-cell,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Sp_bag_A_4L.stl,1216,1216,0,0.08805066347122192,-0.37462979555130005,-0.5136693120002747,0.14191091060638428,-0.30470705032348633,-0.41309383511543274,0.053860247135162354,0.06992274522781372,0.10057547688484192,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Sp_bag_A_4L.stl,610,1824,1216,1216,0,0,0,0,-0.0002146494168281759,0.0002146494168281759,1,610,1824,1216,1216,0,0,0,0,0.0002146494168281759,0.0002146494168281759,1,0,0,0,0,0
Gonadal_Sheath_A5D,Gonadal_Sheath_A5D,reproductive,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_A5D.stl,3040,3040,0,0.010108910501003265,-1.0924856662750244,-0.5310868620872498,0.1445956826210022,-0.5354836583137512,-0.422626793384552,0.13448676466941833,0.5570020079612732,0.10846006870269775,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Gonadal_Sheath_A5D.stl,1522,4560,3040,3040,0,0,0,0,0.0017437240740849603,0.0017437240740849603,1,1522,4560,3040,3040,0,0,0,0,0.0017437240740849603,0.0017437240740849603,1,0,0,0,0,0
Gonadal_Sheath_A4D,Gonadal_Sheath_A4D,reproductive,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_A4D.stl,2016,2016,0,0.01598963886499405,-1.545615315437317,-0.4922398626804352,0.14399608969688416,-1.074931025505066,-0.22273066639900208,0.1280064582824707,0.470684289932251,0.2695091962814331,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Gonadal_Sheath_A4D.stl,1010,3024,2016,2016,0,0,0,0,0.0015583467837831902,0.0015583467837831902,1,1010,3024,2016,2016,0,0,0,0,0.0015583467837831902,0.0015583467837831902,1,0,0,0,0,0
Gonadal_Sheath_P5D,Gonadal_Sheath_P5D,reproductive,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_P5D.stl,2800,2800,0,-0.18427331745624542,1.7723113298416138,0.042066968977451324,-0.04590345919132233,2.2636449337005615,0.21411655843257904,0.1383698582649231,0.49133360385894775,0.17204958200454712,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Gonadal_Sheath_P5D.stl,1402,4200,2800,2800,0,0,0,0,0.002274612224058978,0.002274612224058978,1,1402,4200,2800,2800,0,0,0,0,0.002274612224058978,0.002274612224058978,1,0,0,0,0,0
Gonadal_Sheath_P4D,Gonadal_Sheath_P4D,reproductive,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_P4D.stl,2016,2016,0,-0.17822393774986267,2.243856430053711,-0.11102315783500671,-0.03621184080839157,2.815706968307495,0.12200083583593369,0.1420120894908905,0.5718505382537842,0.233024001121521,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Gonadal_Sheath_P4D.stl,1010,3024,2016,2016,0,0,0,0,0.0015575476132762332,0.0015575476132762332,1,1010,3024,2016,2016,0,0,0,0,0.0015575476132762332,0.0015575476132762332,1,0,0,0,0,0
Gonadal_Sheath_P3L,Gonadal_Sheath_P3L,reproductive,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_P3L.stl,2208,2208,0,-0.08238998800516129,2.806339979171753,-0.2087680548429489,-0.021581321954727173,3.344473123550415,-0.036458782851696014,0.06080866605043411,0.5381331443786621,0.1723092794418335,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Gonadal_Sheath_P3L.stl,1106,3312,2208,2208,0,0,0,0,0.0011070580747087901,0.0011070580747087901,1,1106,3312,2208,2208,0,0,0,0,0.0011070580747087901,0.0011070580747087901,1,0,0,0,0,0
Gonadal_Sheath_P2L,Gonadal_Sheath_P2L,reproductive,/home/asunkari/ros-worm/openworm_geometry/object_stls/stl/Gonadal_Sheath_P2L.stl,2912,2912,0,-0.0654301568865776,3.3297364711761475,-0.16692979633808136,-0.016178835183382034,3.540501832962036,-0.01919667050242424,0.04925132170319557,0.21076536178588867,0.14773312211036682,ok,,/home/asunkari/ros-worm/openworm_geometry/object_stls_clean_conservative/stl/Gonadal_Sheath_P2L.stl,1458,4368,2912,2912,0,0,0,0,0.00031543230652876937,0.00031543230652876937,1,1458,4368,2912,2912,0,0,0,0,0.00031543230652876937,0.00031543230652876937,1,0,0,0,0,0
