object_name,safe_name,category_guess,stl_path,raw_triangles,exported_triangles,skipped_degenerate,min_x,min_y,min_z,max_x,max_y,max_z,span_x,span_y,span_z,repair_used_meshfix,repair_watertight_after,repair_winding_after,repair_faces_after
WholeBodyEnvelope,WholeBodyEnvelope,whole_body_parent,/home/asunkari/ros-worm/openworm_geometry/compartment_pipeline/non_nervous_priority_bake/debug_simple_safe_body_envelope_ellipsoid.stl,22282,22282,0,-0.3074249923229217,-3.607040882110596,-0.7212560176849365,0.305754005908966,4.625202178955078,0.7010849714279175,0.6131789982318878,8.232243061065674,1.422340989112854,False,True,True,22282
ReproductiveSystem,ReproductiveSystem,ReproductiveSystem,/home/asunkari/ros-worm/openworm_geometry/compartment_pipeline/non_nervous_priority_bake/resolved_stls/ReproductiveSystem_resolved.stl,234046,234046,0,-0.2575996220111847,-2.265810012817383,-0.5972837805747986,0.2452397644519806,3.540501832962036,0.390127569437027,0.5028393864631653,5.806311845779419,0.9874113500118256,False,True,True,234046
