name,category,faces,verts,watertight,winding,euler,components,volume,area,span_x,span_y,span_z,min_face_area,p01_face_area,median_face_area,min_edge,p01_edge,median_edge,path
WholeBodyEnvelope,whole_body_parent,3840,1922,True,True,2,1,7.226570096549376,30.9786019915675,0.8267305493354797,8.794304847717285,1.901366949081421,0.0009053260336325659,0.0009141455922970111,0.006487915652653233,0.004630936577489591,0.018051464253450698,0.2132879855201133,/home/asunkari/ros-worm/openworm_geometry/compartment_pipeline/non_nervous_priority_bake/debug_simple_safe_body_envelope_ellipsoid.stl
ExcretorySystem,ExcretorySystem,920,622,True,True,162,81,9.05235140844194e-05,0.027346652421542668,0.5461209714412689,6.963919162750244,1.0004782676696777,6.6957933266597444e-09,1.6582142818518425e-07,6.629876086990167e-06,5.956350523574281e-05,0.00038262914432246993,0.00415455549955368,/home/asunkari/ros-worm/openworm_geometry/compartment_pipeline/non_nervous_priority_bake/voxel_remesh_wu_like/ExcretorySystem_voxel_0.020.stl
ReproductiveSystem,ReproductiveSystem,25742,12859,True,True,-12,12,0.1791232623595765,5.628357895085822,0.481515035033226,5.803398132324219,0.9853569269180298,1.0040297424573907e-06,1.6794607689815002e-05,0.0001664904261249503,0.00036704540252685547,0.006140017772518004,0.02048139854510515,/home/asunkari/ros-worm/openworm_geometry/compartment_pipeline/non_nervous_priority_bake/voxel_remesh_wu_like/ReproductiveSystem_voxel_0.020.stl
DigestiveSystem,DigestiveSystem,26882,13461,True,True,20,10,0.35442542099135993,6.0465663972128185,0.42813345789909363,7.6697893142700195,1.1999383568763733,8.149261169098686e-09,4.0585787811924046e-05,0.00018369484766026875,0.00010648124211216735,0.009103472324182236,0.02076870476788374,/home/asunkari/ros-worm/openworm_geometry/compartment_pipeline/non_nervous_priority_bake/voxel_remesh_wu_like/DigestiveSystem_voxel_0.020.stl
BodyWallMuscle,BodyWallMuscle,67320,33646,True,True,-14,2,0.15960291964672765,13.10154190809407,0.47506022453308105,7.3435142040252686,1.3317606449127197,1.3986004424852717e-06,1.5036739804126232e-05,0.00016050171637453837,0.0002738684415817261,0.005788976958552231,0.020571817760442118,/home/asunkari/ros-worm/openworm_geometry/compartment_pipeline/non_nervous_priority_bake/voxel_remesh_wu_like/BodyWallMuscle_voxel_0.020.stl
