eventID,regionID,region_key,parentPDG,secondaryPDG,ekin_keV,x_um,y_um,z_um,run_name,case,source_geometry,condition_label,dose_rate_Gy_s,pulse_s,nominal_total_dose_Gy,region_label
29064,1,body,22,11,1.0700638955448205,-0.217828868243233,-471.1056722144735,21.29242244641132,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
32304,1,body,22,11,1.08826299087114,-26.60480619333529,-366.3428425487813,23.497830741533825,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
32405,1,body,22,11,1.0713668680642514,-37.47028348243427,-206.41894233732535,8.223341432629304,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
34449,1,body,22,11,0.8257145650790125,-37.301565559156266,-159.32722778451316,-29.59962396166842,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
34551,1,body,22,11,2.664351495717998,-12.24116507328049,-225.9511584586366,51.45200380863185,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
34742,2,nervous,22,11,1.2879013786867366,24.237376517996267,-230.19443608103435,-64.20819220958441,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Nervous system
37366,1,body,22,11,1.2180581569511475,-38.1372564819834,-182.90773569321647,-18.18084412977061,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
37472,1,body,22,11,1.541286907705976,-22.80190662308635,-379.1684157543723,-26.82918610526532,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
39212,1,body,22,11,1.2963044206883223,35.378533541875804,-162.27676056355625,-41.87909648851027,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
40781,1,body,22,11,6.07477345221308,18.928955564727364,108.42861422251282,0.5821491542762847,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
40828,1,body,22,11,2.873896676451388,16.894571331708256,-280.2640195768674,-69.56883678592136,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
40829,4,digestive,22,11,3.656951783492828,-10.989651771175534,-300.6204613768228,31.838918378306865,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Digestive system
40830,1,body,22,11,1.1968226824761057,-5.855066621283428,-248.88517135917883,83.07781882322428,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
40895,4,digestive,22,11,4.609229784201946,-16.87544449867481,-176.0662626386225,-36.81724951207698,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Digestive system
41077,1,body,22,11,4.045388218716393,-11.024204185279226,-322.9537138737154,-32.31748992097678,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
44709,1,body,22,11,1.5865160016000193,-5.97948381942878,-448.6524205722076,21.94091809692273,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
44781,1,body,22,11,5.460504873071703,23.72272701341076,82.53049333049906,-43.08941731031925,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
44787,1,body,22,11,0.664647141730767,30.08187994770952,-341.2830779751726,-13.566351778904348,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
44806,1,body,22,11,3.9624765154529222,-16.13504619042502,-294.450996059208,27.58146607104348,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
44859,1,body,22,11,2.328980643502084,21.20995949395238,-207.37395626382173,-50.92680657638082,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
47776,1,body,22,11,1.9887523130111089,-12.611962613281362,-455.2196296902514,-14.963698442421467,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
47819,1,body,22,11,7.53526284307756,-6.69479765728892,-137.1544678913624,-15.085748990810153,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
47940,1,body,22,11,4.826149730190126,30.106087009595637,-229.9289428386736,40.65064121294082,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
47965,1,body,22,11,2.0524482813470057,-8.82045859607952,-247.62008971848115,-59.21959573249475,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
