file,time_ns,speciesID,speciesName,number,nEvent,sumG,sumG2,meanG_molecules_per_100eV,run_name,region_id,region_key,region_label,species_label,case,source_geometry,condition_label,dose_rate_Gy_s,pulse_s,nominal_total_dose_Gy,scaled_region_energy_eV,scaled_region_energy_J,scaled_energy_fraction_equivalent_Gy,scaled_region_dose_Gy_mass_normalized,relative_fraction_of_scored_edep,scaled_species_molecules
Species0.root,999.9990000000004,0,H3O^1,1552,100,206.98066567195883,439.91673286725415,2.0698066567195883,caseB_focused_0p5Gy_s_10s_full,6,excretory,Excretory system,H₃O⁺,Focused X-ray response,Focused beam,Focused beam: 0.5 Gy/s × 10 s,0.5,10.0,5.0,105904707.04332745,1.6967804705543445e-11,0.0021311685615684997,187.4408822630968,0.0004262337123137,2192022.6761621702
Species0.root,999.9990000000004,1,°OH^0,856,100,114.15943931391548,143.14101504470204,1.1415943931391548,caseB_focused_0p5Gy_s_10s_full,6,excretory,Excretory system,•OH,Focused X-ray response,Focused beam,Focused beam: 0.5 Gy/s × 10 s,0.5,10.0,5.0,105904707.04332745,1.6967804705543445e-11,0.0021311685615684997,187.4408822630968,0.0004262337123137,1209002.1976770738
Species0.root,999.9990000000004,2,OH^-1,516,100,68.81573678268738,54.9940380862598,0.6881573678268738,caseB_focused_0p5Gy_s_10s_full,6,excretory,Excretory system,OH⁻,Focused X-ray response,Focused beam,Focused beam: 0.5 Gy/s × 10 s,0.5,10.0,5.0,105904707.04332745,1.6967804705543445e-11,0.0021311685615684997,187.4408822630968,0.0004262337123137,728791.0443941241
Species0.root,999.9990000000004,3,e_aq^-1,1136,100,151.50131198669152,242.17296978735868,1.5150131198669152,caseB_focused_0p5Gy_s_10s_full,6,excretory,Excretory system,e⁻aq,Focused X-ray response,Focused beam,Focused beam: 0.5 Gy/s × 10 s,0.5,10.0,5.0,105904707.04332745,1.6967804705543445e-11,0.0021311685615684997,187.4408822630968,0.0004262337123137,1604470.206263032
Species0.root,999.9990000000004,4,H^0,622,100,82.9523028659526,79.64531130345128,0.829523028659526,caseB_focused_0p5Gy_s_10s_full,6,excretory,Excretory system,H•,Focused X-ray response,Focused beam,Focused beam: 0.5 Gy/s × 10 s,0.5,10.0,5.0,105904707.04332745,1.6967804705543445e-11,0.0021311685615684997,187.4408822630968,0.0004262337123137,878503.9333588083
Species0.root,999.9990000000004,5,H_2^0,550,100,73.35010703581017,59.938521458827786,0.7335010703581016,caseB_focused_0p5Gy_s_10s_full,6,excretory,Excretory system,H₂,Focused X-ray response,Focused beam,Focused beam: 0.5 Gy/s × 10 s,0.5,10.0,5.0,105904707.04332745,1.6967804705543445e-11,0.0021311685615684997,187.4408822630968,0.0004262337123137,776812.1597224188
Species0.root,999.9990000000004,6,H2O2^0,770,100,102.69014985013423,112.1223855419734,1.0269014985013425,caseB_focused_0p5Gy_s_10s_full,6,excretory,Excretory system,H₂O₂,Focused X-ray response,Focused beam,Focused beam: 0.5 Gy/s × 10 s,0.5,10.0,5.0,105904707.04332745,1.6967804705543445e-11,0.0021311685615684997,187.4408822630968,0.0004262337123137,1087537.0236113865
Species0.root,999.9990000000004,9,°O^0,181,100,24.138853406330263,8.377164275106198,0.2413885340633026,caseB_focused_0p5Gy_s_10s_full,6,excretory,Excretory system,O•,Focused X-ray response,Focused beam,Focused beam: 0.5 Gy/s × 10 s,0.5,10.0,5.0,105904707.04332745,1.6967804705543445e-11,0.0021311685615684997,187.4408822630968,0.0004262337123137,255641.81983592335
Species0.root,999.9990000000004,0,H3O^1,7134,100,207.9388757033988,443.6458362375493,2.079388757033988,caseB_focused_1p0Gy_s_10s_full,1,body,Residual body envelope,H₃O⁺,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,452510190130.2607,7.25001253273601e-08,9.106068256252795,10.032439362984112,0.9106068256252796,9409446018.001764
Species0.root,999.9990000000004,1,°OH^0,4868,100,130.23626472231973,183.06696418941175,1.3023626472231973,caseB_focused_1p0Gy_s_10s_full,1,body,Residual body envelope,•OH,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,452510190130.2607,7.25001253273601e-08,9.106068256252795,10.032439362984112,0.9106068256252796,5893323691.135186
Species0.root,999.9990000000004,2,OH^-1,2471,100,74.37771451664533,57.91401359825154,0.7437771451664532,caseB_focused_1p0Gy_s_10s_full,1,body,Residual body envelope,OH⁻,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,452510190130.2607,7.25001253273601e-08,9.106068256252795,10.032439362984112,0.9106068256252796,3365667373.7381425
Species0.root,999.9990000000004,3,e_aq^-1,4779,100,139.37279451832916,204.48135731341355,1.3937279451832916,caseB_focused_1p0Gy_s_10s_full,1,body,Residual body envelope,e⁻aq,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,452510190130.2607,7.25001253273601e-08,9.106068256252795,10.032439362984112,0.9106068256252796,6306760974.647488
Species0.root,999.9990000000004,4,H^0,2567,100,76.88718118967616,61.65546937964149,0.7688718118967616,caseB_focused_1p0Gy_s_10s_full,1,body,Residual body envelope,H•,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,452510190130.2607,7.25001253273601e-08,9.106068256252795,10.032439362984112,0.9106068256252796,3479223297.872016
Species0.root,999.9990000000004,5,H_2^0,2384,100,74.74895579646949,59.58550591618087,0.7474895579646949,caseB_focused_1p0Gy_s_10s_full,1,body,Residual body envelope,H₂,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,452510190130.2607,7.25001253273601e-08,9.106068256252795,10.032439362984112,0.9106068256252796,3382466419.949886
Species0.root,999.9990000000004,6,H2O2^0,2892,100,93.64924003699888,91.68862575287336,0.9364924003699888,caseB_focused_1p0Gy_s_10s_full,1,body,Residual body envelope,H₂O₂,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,452510190130.2607,7.25001253273601e-08,9.106068256252795,10.032439362984112,0.9106068256252796,4237723541.4696784
Species0.root,999.9990000000004,9,°O^0,673,100,21.205754586525565,5.790685571849094,0.2120575458652556,caseB_focused_1p0Gy_s_10s_full,1,body,Residual body envelope,O•,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,452510190130.2607,7.25001253273601e-08,9.106068256252795,10.032439362984112,0.9106068256252796,959582003.9804329
Species0.root,999.9990000000004,0,H3O^1,13986,100,220.0003064050485,492.0300319577232,2.200003064050485,caseB_focused_1p0Gy_s_10s_full,2,nervous,Nervous system,H₃O⁺,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,15616524273.402409,2.5020430295139166e-09,0.31425841685044803,154.94445315295496,0.0314258416850448,343564012.5130407
Species0.root,999.9990000000004,1,°OH^0,9706,100,147.93108337049088,228.3278050359711,1.4793108337049088,caseB_focused_1p0Gy_s_10s_full,2,nervous,Nervous system,•OH,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,15616524273.402409,2.5020430295139166e-09,0.31425841685044803,154.94445315295496,0.0314258416850448,231016935.4245986
Species0.root,999.9990000000004,2,OH^-1,4672,100,76.69182923162474,60.28453922076116,0.7669182923162474,caseB_focused_1p0Gy_s_10s_full,2,nervous,Nervous system,OH⁻,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,15616524273.402409,2.5020430295139166e-09,0.31425841685044803,154.94445315295496,0.0314258416850448,119765981.27673002
Species0.root,999.9990000000004,3,e_aq^-1,9466,100,146.46880761376727,220.62479434786783,1.4646880761376726,caseB_focused_1p0Gy_s_10s_full,2,nervous,Nervous system,e⁻aq,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,15616524273.402409,2.5020430295139166e-09,0.31425841685044803,154.94445315295496,0.0314258416850448,228733368.93967038
Species0.root,999.9990000000004,4,H^0,4798,100,79.38557956208454,64.51670169880212,0.7938557956208454,caseB_focused_1p0Gy_s_10s_full,2,nervous,Nervous system,H•,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,15616524273.402409,2.5020430295139166e-09,0.31425841685044803,154.94445315295496,0.0314258416850448,123972683.01894113
Species0.root,999.9990000000004,5,H_2^0,4153,100,70.50839486000045,51.03440125341151,0.7050839486000045,caseB_focused_1p0Gy_s_10s_full,2,nervous,Nervous system,H₂,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,15616524273.402409,2.5020430295139166e-09,0.31425841685044803,154.94445315295496,0.0314258416850448,110109605.98098385
Species0.root,999.9990000000004,6,H2O2^0,5197,100,87.7513285303389,78.8033628984144,0.8775132853033889,caseB_focused_1p0Gy_s_10s_full,2,nervous,Nervous system,H₂O₂,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,15616524273.402409,2.5020430295139166e-09,0.31425841685044803,154.94445315295496,0.0314258416850448,137037075.20173466
Species0.root,999.9990000000004,9,°O^0,1159,100,20.1385530121703,4.607117999956021,0.201385530121703,caseB_focused_1p0Gy_s_10s_full,2,nervous,Nervous system,O•,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,15616524273.402409,2.5020430295139166e-09,0.31425841685044803,154.94445315295496,0.0314258416850448,31449420.194575865
Species0.root,999.9990000000004,0,H3O^1,7561,100,211.14509339927716,454.7170047970933,2.111450933992771,caseB_focused_1p0Gy_s_10s_full,3,bodywall,Body wall muscle,H₃O⁺,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,7809271616.725834,1.2511832512877533e-09,0.157149522650645,7.466051158457321,0.0157149522650645,164888938.48939
Species0.root,999.9990000000004,1,°OH^0,5047,100,134.25668607453014,189.9223187314108,1.3425668607453014,caseB_focused_1p0Gy_s_10s_full,3,bodywall,Body wall muscle,•OH,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,7809271616.725834,1.2511832512877533e-09,0.157149522650645,7.466051158457321,0.0157149522650645,104844692.79174986
Species0.root,999.9990000000004,2,OH^-1,2746,100,78.453062924328,64.23308083603038,0.78453062924328,caseB_focused_1p0Gy_s_10s_full,3,bodywall,Body wall muscle,OH⁻,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,7809271616.725834,1.2511832512877533e-09,0.157149522650645,7.466051158457321,0.0157149522650645,61266127.75401605
Species0.root,999.9990000000004,3,e_aq^-1,4942,100,137.72255825594007,196.68178811871388,1.3772255825594006,caseB_focused_1p0Gy_s_10s_full,3,bodywall,Body wall muscle,e⁻aq,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,7809271616.725834,1.2511832512877533e-09,0.157149522650645,7.466051158457321,0.0157149522650645,107551286.5170983
