object_name,safe_name,category_guess,stl_path,raw_triangles,exported_triangles,skipped_degenerate,min_x,min_y,min_z,max_x,max_y,max_z,span_x,span_y,span_z,repair_used_meshfix,repair_watertight_after,repair_winding_after,repair_faces_after,compartment,geometry_role,role_note,validator_category
I6,I6,nervous_system,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/I6.stl,3264,3264,0,-0.0629183650016784,-2.8507425785064697,0.4107354581356048,0.0310958847403526,-2.43353009223938,0.525934100151062,0.0940142497420311,0.4172124862670898,0.1151986420154571,False,True,True,3264,nervous_system,scoring_only,neuron/cell scoring atlas,nervous_system
I5,I5,nervous_system,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/I5.stl,12160,12160,0,-0.0714477151632309,-2.8963332176208496,0.279512494802475,0.028748819604516,-2.4093165397644043,0.5612221956253052,0.1001965329051017,0.4870166778564453,0.2817097008228302,False,True,True,12160,nervous_system,scoring_only,neuron/cell scoring atlas,nervous_system
I4,I4,nervous_system,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/I4.stl,5440,5440,0,-0.0517332628369331,-2.894298791885376,0.3873329758644104,0.010778360068798,-2.526419878005981,0.515734076499939,0.0625116229057312,0.3678789138793945,0.1284011006355285,False,True,True,5440,nervous_system,scoring_only,neuron/cell scoring atlas,nervous_system
I3,I3,nervous_system,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/I3.stl,1856,1856,0,-0.0318011119961738,-3.4195549488067627,0.569900631904602,-0.0091607114300131,-2.899315595626831,0.6050376892089844,0.0226403996348381,0.5202393531799316,0.0351370573043823,True,True,True,1856,nervous_system,scoring_only,neuron/cell scoring atlas,nervous_system
I2R,I2R,nervous_system,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/I2R.stl,4032,4032,0,-0.0695659890770912,-3.4064080715179443,0.5047407150268555,0.0083076357841491,-2.865870952606201,0.5892258882522583,0.0778736248612403,0.5405371189117432,0.0844851732254028,False,True,True,4032,nervous_system,scoring_only,neuron/cell scoring atlas,nervous_system
I1R,I1R,nervous_system,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/I1R.stl,3520,3520,0,-0.083223670721054,-3.406624555587769,0.5126203298568726,-0.0254908800125122,-2.877626895904541,0.5916575789451599,0.0577327907085418,0.5289976596832275,0.0790372490882873,False,True,True,3520,nervous_system,scoring_only,neuron/cell scoring atlas,nervous_system
PVNL,PVNL,nervous_system,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/PVNL.stl,12480,12480,0,-0.1262730807065963,-2.755218744277954,-0.6574193239212036,0.049316618591547,4.113286972045898,0.533469557762146,0.1755896955728531,6.868505477905273,1.1908888816833496,False,True,True,12480,nervous_system,scoring_only,neuron/cell scoring atlas,nervous_system
PVCL,PVCL,nervous_system,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/PVCL.stl,7488,7488,0,-0.1249429807066917,-2.754673480987549,-0.656489908695221,0.0493166260421276,4.049065589904785,0.533918559551239,0.174259603023529,6.803739070892334,1.19040846824646,False,True,True,7488,nervous_system,scoring_only,neuron/cell scoring atlas,nervous_system
PVQL,PVQL,nervous_system,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/PVQL.stl,8128,8128,0,-0.0187245123088359,-2.7546727657318115,-0.6599426865577698,0.1338742673397064,4.04911994934082,0.5339179635047913,0.1525987833738327,6.803792953491211,1.193860650062561,False,True,True,8128,nervous_system,scoring_only,neuron/cell scoring atlas,nervous_system
DVC,DVC,nervous_system,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/DVC.stl,8160,8160,0,-0.1288361549377441,-2.755131721496582,-0.6513321399688721,0.0493166260421276,3.995535135269165,0.5354965329170227,0.178152784705162,6.750666618347168,1.18682861328125,True,True,True,7182,nervous_system,scoring_only,neuron/cell scoring atlas,nervous_system
