object_name,compartment,samples,frac_inside_body,outside_samples,watertight,faces,stl_path
Oocyte_Post_5,reproductive_rectal_system,704,1.0,0,True,704,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Oocyte_Post_5.stl
Oocyte_Post_4,reproductive_rectal_system,704,1.0,0,True,704,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Oocyte_Post_4.stl
Oocyte_Post_3,reproductive_rectal_system,704,1.0,0,True,704,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Oocyte_Post_3.stl
Oocyte_Post_2,reproductive_rectal_system,704,1.0,0,True,704,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Oocyte_Post_2.stl
Oocyte_Post_1,reproductive_rectal_system,704,1.0,0,True,704,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Oocyte_Post_1.stl
Oocyte_Ant_10,reproductive_rectal_system,704,1.0,0,True,704,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Oocyte_Ant_10.stl
Oocyte_Ant_9,reproductive_rectal_system,704,1.0,0,True,704,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Oocyte_Ant_9.stl
Oocyte_Ant_8,reproductive_rectal_system,704,1.0,0,True,704,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Oocyte_Ant_8.stl
Oocyte_Ant_7,reproductive_rectal_system,704,1.0,0,True,704,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Oocyte_Ant_7.stl
Oocyte_Ant_6,reproductive_rectal_system,704,1.0,0,True,704,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Oocyte_Ant_6.stl
Oocyte_Ant_5,reproductive_rectal_system,704,1.0,0,True,704,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Oocyte_Ant_5.stl
Oocyte_Ant_4,reproductive_rectal_system,704,1.0,0,True,704,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Oocyte_Ant_4.stl
Oocyte_Ant_3,reproductive_rectal_system,704,1.0,0,True,704,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Oocyte_Ant_3.stl
Oocyte_Ant_2,reproductive_rectal_system,704,1.0,0,True,704,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Oocyte_Ant_2.stl
Oocyte_Ant_1,reproductive_rectal_system,704,1.0,0,True,704,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Oocyte_Ant_1.stl
Gonadal_Sheath_A5V,reproductive_rectal_system,2272,1.0,0,True,2272,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Gonadal_Sheath_A5V.stl
int1DL,digestive_system,2176,1.0,0,True,2176,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int1DL.stl
Anus,reproductive_rectal_system,772,1.0,0,True,772,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/Anus.stl
int9L,digestive_system,3008,1.0,0,True,3008,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int9L.stl
int8L,digestive_system,1856,1.0,0,True,1856,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int8L.stl
int7L,digestive_system,1856,1.0,0,True,1856,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int7L.stl
int6L,digestive_system,2624,1.0,0,True,2624,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int6L.stl
int5L,digestive_system,2240,1.0,0,True,2240,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int5L.stl
int4V,digestive_system,2624,1.0,0,True,2624,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int4V.stl
int3V,digestive_system,2064,1.0,0,True,2064,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int3V.stl
int2D,digestive_system,2240,1.0,0,True,2240,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int2D.stl
int1VR,digestive_system,2192,1.0,0,True,2192,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int1VR.stl
int1VL,digestive_system,2176,1.0,0,True,2176,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int1VL.stl
int4D,digestive_system,2624,1.0,0,True,2624,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int4D.stl
int6R,digestive_system,2624,1.0,0,True,2624,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int6R.stl
int5R,digestive_system,2240,1.0,0,True,2240,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int5R.stl
vpi3_V,reproductive_rectal_system,1888,1.0,0,True,1888,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/vpi3_V.stl
vpi3_D,reproductive_rectal_system,1888,1.0,0,True,1888,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/vpi3_D.stl
vpi2_DL,reproductive_rectal_system,1872,1.0,0,True,1872,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/vpi2_DL.stl
vpi2_V,reproductive_rectal_system,2272,1.0,0,True,2272,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/vpi2_V.stl
vpi2_DR,reproductive_rectal_system,1872,1.0,0,True,1872,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/vpi2_DR.stl
vpi1,reproductive_rectal_system,5000,1.0,0,True,8192,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/vpi1.stl
int9R,digestive_system,3008,1.0,0,True,3008,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int9R.stl
int8R,digestive_system,1856,1.0,0,True,1856,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int8R.stl
int2V,digestive_system,1856,1.0,0,True,1856,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int2V.stl
int1DR,digestive_system,2176,1.0,0,True,2176,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int1DR.stl
int7R,digestive_system,1856,1.0,0,True,1856,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int7R.stl
int3D,digestive_system,2240,1.0,0,True,2240,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/int3D.stl
rect_VR,reproductive_rectal_system,960,1.0,0,True,960,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/rect_VR.stl
rect_D,reproductive_rectal_system,1728,1.0,0,True,1728,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/rect_D.stl
rect_VL,reproductive_rectal_system,960,1.0,0,True,960,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/rect_VL.stl
mu_anal,reproductive_rectal_system,2368,1.0,0,True,2368,/home/asunkari/ros-worm/openworm_geometry/object_stls_repaired_meshfix_defective/stl/mu_anal.stl
