axis,radius_units,radius_um,count
3.5137988018989565,0.1976453943870781,19.76453943870781,22
3.5415345867474874,0.24954917991448425,24.954917991448426,20
3.569270371596019,0.2548719979663274,25.487199796632744,20
3.59700615644455,0.19152835938544416,19.152835938544417,25
3.624741941293081,0.18817691527159053,18.817691527159052,20
3.652477726141612,0.20006972467255243,20.006972467255242,22
3.6802135109901433,0.18406915988793016,18.406915988793017,25
3.7079492958386746,0.281358653418257,28.1358653418257,16
3.7356850806872055,0.17575144806300788,17.575144806300788,25
3.7634208655357364,0.21324861998872746,21.324861998872745,23
3.7911566503842673,0.216587119804272,21.6587119804272,23
3.8188924352327986,0.18078488489436276,18.078488489436275,25
3.84662822008133,0.18778250537579483,18.77825053757948,25
3.874364004929861,0.15863087029091924,15.863087029091924,27
3.902099789778392,0.1541338844837268,15.41338844837268,24
3.9298355746269227,0.1637242735254918,16.37242735254918,32
3.957571359475454,0.15010103770198477,15.010103770198477,35
3.9853071443239854,0.15936877389830556,15.936877389830556,34
4.013042929172516,0.1697644609178501,16.97644609178501,50
4.040778714021047,0.20441953245536243,20.441953245536244,80
4.068514498869579,0.15636690393293798,15.636690393293797,231
4.09625028371811,0.1437028044792382,14.37028044792382,225
4.123986068566641,0.11086103514032855,11.086103514032855,64
4.151721853415172,0.09927740676327938,9.927740676327938,50
4.1794576382637025,0.08152290936792615,8.152290936792616,49
4.207193423112233,0.08351756590173058,8.351756590173059,51
4.234929207960765,0.06801990428109045,6.801990428109045,61
4.262664992809296,0.05835689116435381,5.835689116435381,69
4.290400777657827,0.05216658104513974,5.216658104513974,71
4.318136562506358,0.04876592459420077,4.876592459420077,52
4.34587234735489,0.04532619692197775,4.532619692197775,48
4.373608132203421,0.043534506895783,4.3534506895783,39
4.4013439170519515,0.0424670924470563,4.24670924470563,28
4.429079701900482,0.03588052401796058,3.588052401796058,30
4.456815486749013,0.030933156472837748,3.0933156472837746,27
4.484551271597544,0.023393250842417824,2.3393250842417825,34
4.512287056446075,0.021158201532050006,2.1158201532050005,27
4.540022841294607,0.026204362295317227,2.6204362295317227,27
4.567758626143139,0.029400854361846477,2.940085436184648,32
4.5954944109916696,0.027955997417247264,2.7955997417247263,42
4.6232301958402005,0.016466450906035834,1.6466450906035834,32
4.650965980688731,0.016479574479576046,1.6479574479576047,41
4.678701765537262,0.01282887538990806,1.282887538990806,52
4.706437550385793,0.015471136282384838,1.5471136282384839,216
